"ENSEMBL","SYMBOL","sexBias","KDM5C_binding","Promo_CGI","seqnames","start","end","gene_name","TSS","pvalue","qvalue","meth.diff"
"ENSMUSG00000065429","Mir345","XY","Unbound","no","chr12",108836474,108837473,"Mir345",108836973,6.1179090159749e-12,1.68233410136256e-10,-26.6088862323172
"ENSMUSG00000065437","Mir30d","XX","Unbound","no","chr15",68340790,68341789,"Mir30d",68341289,0.0179721644612471,0.0550920199547287,-13.5506003430532
"ENSMUSG00000065439","Mir140","XX","Unbound","no","chr8",107550745,107551744,"Mir140",107551244,0.702857254678713,0.626440453082415,-0.737463126843652
"ENSMUSG00000065442","Mir20a","XX","Unbound","no","chr14",115043658,115044657,"Mir20a",115044157,0.391137281202256,0.466384615789987,1.59581275114535
"ENSMUSG00000065456","Mir106a","XX","Unbound","no","chrX",52742068,52743067,"Mir106a",52742567,2.81203729778902e-08,4.38185475224498e-07,31.1513665308706
"ENSMUSG00000065465","Mir33","XY","Unbound","no","chr15",82197623,82198622,"Mir33",82198122,0.229743371908655,0.337203217478794,-1.51686756734892
"ENSMUSG00000065469","Mir129-1","XX","Unbound","no","chr6",29022120,29023119,"Mir129-1",29022619,0.571098186090844,0.564427019716922,1.85401801380279
"ENSMUSG00000065476","Mir30b","XX","Unbound","no","chr15",68337011,68338010,"Mir30b",68337510,0.258050653434721,0.363897930769502,-3.5064935064935
"ENSMUSG00000065484","Mir130a","unbiased","Unbound","no","chr2",84740679,84741678,"Mir130a",84741178,0.000518388004877717,0.00291967833342349,13.9337298215803
"ENSMUSG00000065488","Mir196a-2","XY","Unbound","no","chr15",102972851,102973850,"Mir196a-2",102973350,0.0267013978431022,0.0749683436271891,10.9388047238459
"ENSMUSG00000065492","Mir34b","XX","Bound","CGI","chr9",51103146,51104145,"Mir34b",51103645,0.00546153465411746,0.022898022719804,-6.4960529666412
"ENSMUSG00000065500","Mir10b","XX","Unbound","no","chr2",74725571,74726570,"Mir10b",74726070,7.44720251317644e-07,8.28899789104874e-06,14.9425513625596
"ENSMUSG00000065508","Mir17","XX","Unbound","no","chr14",115043172,115044171,"Mir17",115043671,0.850974356322943,0.689461008473563,0.565916398713828
"ENSMUSG00000065511","Mir129-2","XX","Unbound","no","chr2",94240954,94241953,"Mir129-2",94241453,0.751194555231783,0.650907293811648,-0.317715621078141
"ENSMUSG00000065515","Mir152","XY","Unbound","CGI","chr11",96849894,96850893,"Mir152",96850393,0.360442773405994,0.442251691540854,3.74973500106
"ENSMUSG00000065541","Mir24-2","XX","Unbound","no","chr8",84208316,84209315,"Mir24-2",84208815,0.484246853161899,0.525712004415587,-2.1998279464176
"ENSMUSG00000065543","Mir330","XX","Unbound","no","chr7",19180966,19181965,"Mir330",19181465,0.346270991913811,0.433394764398232,-2.05194303022491
"ENSMUSG00000065544","Mir32","XX","Unbound","no","chr4",56894799,56895798,"Mir32",56895298,0.905294967596179,0.708820858338358,-0.253132832080205
"ENSMUSG00000065547","Mir199a-1","XY","Unbound","no","chr9",21496065,21497064,"Mir199a-1",21496564,0.488113508448041,0.526536473001805,-1.60262417994377
"ENSMUSG00000065563","Mir103-2","unbiased","Unbound","no","chr2",131287553,131288552,"Mir103-2",131288052,0.0116195466051601,0.0405361538434201,5.35714285714286
"ENSMUSG00000065567","Mir30c-2","XX","Unbound","no","chr1",23291202,23292201,"Mir30c-2",23291701,0.112211233989882,0.216759992864669,-3.98500309214594
"ENSMUSG00000065575","Mir449a","XX","Unbound","no","chr13",113037035,113038034,"Mir449a",113037534,0.944672159218272,0.724545330725164,-0.200501253132834
"ENSMUSG00000065578","Mir181b-2","unbiased","Unbound","no","chr2",38853331,38854330,"Mir181b-2",38853830,0.551958272908088,0.556691594917598,-2.07357859531772
"ENSMUSG00000065586","Mir96","XX","Unbound","no","chr6",30169052,30170051,"Mir96",30169551,0.721084156476841,0.634818519693133,0.858236958069547
"ENSMUSG00000065611","Mir23a","XY","Unbound","no","chr8",84208019,84209018,"Mir23a",84208518,0.268433432988289,0.373484447140377,-3.3054483054483
"ENSMUSG00000065613","Mir92-2","XX","Unbound","no","chrX",52741429,52742428,"Mir92-2",52741928,0.490845084296291,0.528704336015277,2.8673835125448
"ENSMUSG00000065968","Ifitm7","XY","Unbound","no","chr16",13986389,13987388,"Ifitm7",13986888,0.244082801248068,0.349471809728544,-1.88628762541806
"ENSMUSG00000066196","Spag8","XY","Unbound","no","chr4",43653095,43654094,"Spag8",43653594,0.975965241706564,0.737654171238332,-0.0915950051069148
"ENSMUSG00000066382","Iqcf5","XY","Unbound","no","chr9",106514074,106515073,"Iqcf5",106514573,3.87175828426211e-05,0.000304193147263647,15.0660264105642
"ENSMUSG00000066383","Iqcf1","XY","Unbound","no","chr9",106499468,106500467,"Iqcf1",106499967,0.000323784483276082,0.00189201336944661,10.794471124546
"ENSMUSG00000066500","Izumo2","XY","Unbound","no","chr7",44708243,44709242,"Izumo2",44708742,0.0561032009064161,0.135890309203378,-5.87888152106267
"ENSMUSG00000067028","Cntnap5b","XY","Unbound","no","chr1",99772266,99773265,"Cntnap5b",99772765,0.00844875171536582,0.0306272957040098,12.9931219859277
"ENSMUSG00000067156","Gm7337","XY","Unbound","no","chr5",87849860,87850859,"Gm7337",87850359,0.637589302634064,0.598872796538758,-0.896057347670254
"ENSMUSG00000067199","Frat1","XY","Bound","CGI","chr19",41829471,41830470,"Frat1",41829970,0.117164141041451,0.223556233658972,2.41071428571429
"ENSMUSG00000067338","Tuba3b","XY","Unbound","no","chr6",145615258,145616257,"Tuba3b",145615757,0.287751639810244,0.389903261320982,-1.74382065377364
"ENSMUSG00000067367","Lyar","XY","Bound","CGI","chr5",38219971,38220970,"Lyar",38220470,0.633048578697769,0.598872796538758,0.386974230067756
"ENSMUSG00000067438","Hmx1","XY","Bound","CGI","chr5",35388609,35389608,"Hmx1",35389108,0.91408659147099,0.712824548876971,0.152488798973983
"ENSMUSG00000067702","Tuba3a","XY","Bound","CGI","chr6",125285543,125286542,"Tuba3a",125286042,1.57688312385885e-05,0.000139085479268511,-14.1369803380977
"ENSMUSG00000067848","4933402N22Rik","XY","Unbound","no","chr5",11917544,11918543,"4933402N22Rik",11918043,0.258649563857363,0.36419319141167,9.37019969278033
"ENSMUSG00000067872","Ccdc87","XY","Unbound","no","chr19",4838867,4839866,"Ccdc87",4839366,0.674085749418398,0.61620032397602,-0.44742094459737
"ENSMUSG00000067941","Gm7168","XY","Unbound","no","chr17",13947874,13948873,"Gm7168",13948373,0.327559773294872,0.423993489789282,2.11819474977369
"ENSMUSG00000068048","Rhox9","unbiased","Unbound","CGI","chrX",37901271,37902270,"Rhox9",37901770,0.00824950016788478,0.0303656142344475,-17.831541218638
"ENSMUSG00000068117","Mei1","unbiased","Bound","CGI","chr15",82069497,82070496,"Mei1",82069996,0.0662900315453575,0.15043162988718,-4.83695652173913
"ENSMUSG00000068167","Csnka2ip","XY","Unbound","no","chr16",64601909,64602908,"Csnka2ip",64602408,0.0128096993478127,0.0430797091135749,16.4968873797397
"ENSMUSG00000068506","Gm5800","XY","Unbound","no","chr14",51716684,51717683,"Gm5800",51717183,0.00153712227429637,0.00798406496682786,-52.9411764705882
"ENSMUSG00000068860","Gm128","XY","Unbound","no","chr3",95241099,95242098,"Gm128",95241598,0.240563478532254,0.345491094864863,-4.72972972972973
"ENSMUSG00000069041","Slc25a31","unbiased","Bound","CGI","chr3",40708356,40709355,"Slc25a31",40708855,1.34833006644285e-07,1.8269862531101e-06,-10.7202748025533
"ENSMUSG00000069118","1700008P02Rik","XY","Unbound","no","chr3",6619944,6620943,"1700008P02Rik",6620443,0.000248190915095956,0.00148747417128217,8.16879597367402
"ENSMUSG00000069189","Zdhhc11","XY","Unbound","no","chr13",73963352,73964351,"Zdhhc11",73963851,3.75021977657069e-05,0.000297141193733423,12.8290936322576
"ENSMUSG00000069540","Gm4925","XY","Unbound","no","chr10",88730602,88731601,"Gm4925",88731101,0.514798472033451,0.544416996976263,-0.584795321637427
"ENSMUSG00000069733","Ube2u","XY","Unbound","no","chr4",100478350,100479349,"Ube2u",100478849,0.00226952015051401,0.0113469877994694,14.0846750149076
"ENSMUSG00000069971","4933402J07Rik","XY","Unbound","no","chr8",87563354,87564353,"4933402J07Rik",87563853,0.698201792934939,0.625082844731012,-0.779031670913732
"ENSMUSG00000070074","Mir484","XX","Unbound","no","chr16",14159127,14160126,"Mir484",14159626,0.597493751875991,0.577507162452274,-0.640858489619897
"ENSMUSG00000070102","Mir455","XY","Unbound","no","chr4",63256352,63257351,"Mir455",63256851,0.250914312970156,0.356523115785787,-1.89853719265484
"ENSMUSG00000070106","Mir363","unbiased","Unbound","no","chrX",52741268,52742267,"Mir363",52741767,0.813620464875012,0.675993968862494,1.00965759438103
"ENSMUSG00000070126","Mir199a-2","XY","Unbound","no","chr1",162217315,162218314,"Mir199a-2",162217814,0.259687997054862,0.364557299836171,-1.99924271109428
"ENSMUSG00000070280","Slc22a14","XY","Unbound","no","chr9",119365054,119366053,"Slc22a14",119365553,0.594291628866622,0.577507162452274,0.941608024004481
"ENSMUSG00000070283","Ndufaf3","XY","Unbound","CGI","chr9",108566935,108567934,"Ndufaf3",108567434,0.750720205067018,0.650907293811648,-0.270504595110109
"ENSMUSG00000070291","Ddx43","unbiased","Bound","CGI","chr9",78395278,78396277,"Ddx43",78395777,2.75670221867931e-19,1.43187630393355e-17,-14.6160346167152
"ENSMUSG00000070331","Qrich2","XY","Unbound","no","chr11",116465742,116466741,"Qrich2",116466241,0.00332633094563158,0.0155497571882657,4.63594060744146
"ENSMUSG00000070336","Fbxo47","unbiased","Unbound","CGI","chr11",97883655,97884654,"Fbxo47",97884154,0.222870645063199,0.334983045436567,1.03061115310409
"ENSMUSG00000070345","Hsf5","XY","Bound","CGI","chr11",87616665,87617664,"Hsf5",87617164,1.11510196487667e-34,1.04256401887863e-32,-41.6666666666667
"ENSMUSG00000070388","Fbxo39","XY","Unbound","CGI","chr11",72313945,72314944,"Fbxo39",72314444,0.000198938466454083,0.00127395492285803,11.8147304479879
"ENSMUSG00000070424","Art5","XY","Unbound","no","chr7",102108990,102109989,"Art5",102109489,0.0246666334994181,0.0705261667657042,-6.25205196754374
"ENSMUSG00000070563","Spaca4","XY","Unbound","no","chr7",45725314,45726313,"Spaca4",45725813,0.769312985713975,0.657221561332954,0.298930511562523
"ENSMUSG00000070639","Lrrc8b","XY","Bound","CGI","chr5",105415276,105416275,"Lrrc8b",105415775,0.0155022201017465,0.0491315012024536,-2.81820976516032
"ENSMUSG00000070708","Gtsf1l","XY","Unbound","no","chr2",163087356,163088355,"Gtsf1l",163087855,0.726578349440064,0.637853578263125,0.735960144927539
"ENSMUSG00000070732","Rbm44","XY","Bound","no","chr1",91144590,91145589,"Rbm44",91145089,0.854076737134293,0.689501792248603,0.946301925025328
"ENSMUSG00000070806","Zmynd12","XY","Bound","no","chr4",119422315,119423314,"Zmynd12",119422814,0.205053058154369,0.320057183905304,-1.3352079072938
"ENSMUSG00000070837","Aurkc","unbiased","Unbound","no","chr7",6994801,6995800,"Aurkc",6995300,0.234891487441526,0.341542266798431,4.32657670814105
"ENSMUSG00000070871","Ccnyl1","XY","Unbound","CGI","chr1",64689956,64690955,"Ccnyl1",64690455,0.287390202817963,0.389903261320982,1.0991569250212
"ENSMUSG00000070933","Speer4d","XY","Unbound","no","chr5",15618565,15619564,"Speer4d",15619064,0.109734843312287,0.213298412335104,7.69853768278965
"ENSMUSG00000070953","Rabepk","XY","Unbound","CGI","chr2",34799413,34800412,"Rabepk",34799912,0.332569276905205,0.426523288721867,1.68892219648454
"ENSMUSG00000070979","Actl7a","XY","Unbound","no","chr4",56742914,56743913,"Actl7a",56743413,0.349209081918895,0.434744147499132,-1.65525114155252
"ENSMUSG00000070980","Actl7b","XY","Unbound","no","chr4",56740944,56741943,"Actl7b",56741443,0.324513582798644,0.420809723081614,-1.38379657007688
"ENSMUSG00000070999","Ccin","XY","Unbound","no","chr4",43982984,43983983,"Ccin",43983483,0.222314192987815,0.334909482575713,-2.0854297512058
"ENSMUSG00000071015","Gm136","XY","Unbound","no","chr4",34755764,34756763,"Gm136",34756263,0.144441051888176,0.261369876104416,3.44266738953647
"ENSMUSG00000071104","Ccdc110","XY","Unbound","no","chr8",45934120,45935119,"Ccdc110",45934619,1.71020636330948e-08,2.85527959934932e-07,14.6959842950815
"ENSMUSG00000071138","Tex24","XY","Unbound","no","chr8",27343895,27344894,"Tex24",27344394,0.231207119359859,0.338289482745271,5.09834992593613
"ENSMUSG00000071169","Defb46","XY","Unbound","no","chr8",19239417,19240416,"Defb46",19239916,0.0299751124330571,0.082914840918169,-12
"ENSMUSG00000071229","Timm8a2","XY","Unbound","no","chr14",122034175,122035174,"Timm8a2",122034674,0.374924070568646,0.452887687884451,1.27324294262181
"ENSMUSG00000071235","Vrtn","unbiased","Bound","no","chr12",84640520,84641519,"Vrtn",84641019,6.47318921473763e-05,0.000469155425351277,10.7866369296534
"ENSMUSG00000071265","1700086L19Rik","XY","Unbound","CGI","chr12",74283743,74284742,"1700086L19Rik",74284242,0.639259183703783,0.598872796538758,-0.836632596340371
"ENSMUSG00000071359","Tbpl1","XY","Bound","CGI","chr10",22731439,22732438,"Tbpl1",22731938,4.77068585480591e-09,9.49010708619892e-08,-13.5897435897436
"ENSMUSG00000071470","Ccnb1ip1","unbiased","Bound","no","chr14",50807233,50808232,"Ccnb1ip1",50807732,0.337689273946285,0.427229250508717,0.89161658781912
"ENSMUSG00000071573","Rnls","XY","Bound","CGI","chr19",33391796,33392795,"Rnls",33392295,0.000691456681026459,0.00371538548681117,-6.40494698555929
"ENSMUSG00000071636","Rimbp3","XY","Bound","CGI","chr16",17208104,17209103,"Rimbp3",17208603,0.00388120950063327,0.0175080656318809,3.89683312120985
"ENSMUSG00000071661","Zbtb3","XY","Unbound","no","chr19",8802056,8803055,"Zbtb3",8802555,0.619075228806137,0.591047340381284,-0.540815410846221
"ENSMUSG00000071686","Tex13a","XY","Unbound","no","chrX",138209081,138210080,"Tex13a",138209580,0.0601015885309676,0.141898863239118,-6.25
"ENSMUSG00000071721","1700010D01Rik","XY","Unbound","no","chrX",95732766,95733765,"1700010D01Rik",95733265,0.191771016624732,0.306489256648282,5.89053803339518
"ENSMUSG00000071726","Gm5941","XY","Unbound","no","chrX",92489450,92490449,"Gm5941",92489949,0.0524508456714395,0.130422584229219,-7.69230769230769
"ENSMUSG00000071749","4933412E24Rik","XY","Unbound","no","chr15",60016114,60017113,"4933412E24Rik",60016613,0.152502951981917,0.268517058255745,-3.2746985285983
"ENSMUSG00000071769","Rhox3h","XY","Unbound","no","chrX",37668265,37669264,"Rhox3h",37668764,0.377987283584731,0.455411108099068,5.83126550868487
"ENSMUSG00000071772","Rhox3a","XX","Unbound","no","chrX",37249420,37250419,"Rhox3a",37249919,0.180078417300594,0.295375833871044,11.1607142857143
"ENSMUSG00000071773","Rhox1","unbiased","Unbound","no","chrX",37221759,37222758,"Rhox1",37222258,0.0179218329650893,0.0550920199547287,17.1428571428571
"ENSMUSG00000071816","Ssxb5","XY","Unbound","no","chrX",8803192,8804191,"Ssxb5",8803691,0.481806257418114,0.524405724140365,5.49073438572408
"ENSMUSG00000071937","Adam25","XY","Unbound","no","chr8",40751709,40752708,"Adam25",40752208,0.000224158247294154,0.00137879368484496,37.5115633672525
"ENSMUSG00000072145","BC061237","XY","Unbound","no","chr14",44491964,44492963,"BC061237",44492463,0.699028649010793,0.625082844731012,2.87878787878788
"ENSMUSG00000072259","Gm5592","XY","Unbound","no","chr7",41153342,41154341,"Gm5592",41153841,0.762305370270755,0.654469257054115,-1.13439930855661
"ENSMUSG00000072419","Dppa2","unbiased","Unbound","no","chr16",48303409,48304408,"Dppa2",48303908,0.352042927514848,0.435705410111023,-3.6978756884343
"ENSMUSG00000072595","4930503E14Rik","XY","Unbound","no","chr14",44212755,44213754,"4930503E14Rik",44213254,0.924779683763745,0.716933912333723,-0.331632653061231
"ENSMUSG00000072624","Gm5460","XY","Unbound","no","chr14",34016259,34017258,"Gm5460",34016758,0.394730774391452,0.468936897278669,-4.15688903788133
"ENSMUSG00000072647","Adam1a","XY","Unbound","no","chr5",121544983,121545982,"Adam1a",121545482,0.422178660926544,0.489721744183284,-0.826105079295766
"ENSMUSG00000072770","Acrbp","XY","Unbound","no","chr6",125049190,125050189,"Acrbp",125049689,0.0185574237646133,0.0563319934295098,-7.78642750240132
"ENSMUSG00000072878","1700123L14Rik","XY","Unbound","no","chr6",96165744,96166743,"1700123L14Rik",96166243,0.923220420786057,0.716319059038163,-0.188034000065984
"ENSMUSG00000072952","Gm5878","XY","Unbound","no","chr6",85125626,85126625,"Gm5878",85126125,4.33892577929772e-07,5.13503350123766e-06,-11.5314568392544
"ENSMUSG00000072972","Adam4","XY","Unbound","no","chr12",81421447,81422446,"Adam4",81421946,0.979317543627052,0.738993093469972,0.0651112316874647
"ENSMUSG00000072974","Gm4787","XY","Unbound","no","chr12",81378965,81379964,"Gm4787",81379464,0.0367206660204596,0.09951295115953,8.9938080495356
"ENSMUSG00000072995","Cpxcr1","XY","Unbound","no","chrX",116448445,116449444,"Cpxcr1",116448944,0.178245687764086,0.293916606264476,-10
"ENSMUSG00000073001","Cylc1","XY","Unbound","no","chrX",111109919,111110918,"Cylc1",111110418,0.378488290775081,0.455427845951686,11.0576923076923
"ENSMUSG00000073130","Gm1141","XY","Unbound","no","chrX",71920503,71921502,"Gm1141",71921002,0.858316231229154,0.689927701509235,1.543056246889
"ENSMUSG00000073141","4930567H17Rik","XY","Unbound","no","chrX",70394241,70395240,"4930567H17Rik",70394740,0.417955830753427,0.486283806209699,7.64705882352942
"ENSMUSG00000073208","Speer4c","unbiased","Unbound","no","chr5",15713772,15714771,"Speer4c",15714271,0.192967939311145,0.306828703061905,5.99557522123895
"ENSMUSG00000073243","Gm9","unbiased","Bound","no","chrX",37210542,37211541,"Gm9",37211041,0.22670007798562,0.336510610800959,2.5758205234732
"ENSMUSG00000073380","Arrdc5","XY","Unbound","no","chr17",56299787,56300786,"Arrdc5",56300286,0.900173546688531,0.706647189624971,0.198597225451447
"ENSMUSG00000073457","Smok2b","XY","Unbound","no","chr17",13229758,13230757,"Smok2b",13230257,0.464124678212927,0.514748675550147,3.04439746300211
"ENSMUSG00000073458","Smok2a","XY","Unbound","no","chr17",13220689,13221688,"Smok2a",13221188,0.108861966060519,0.212625317737985,4.67599410898381
"ENSMUSG00000073633","Fbxo36","XY","Unbound","no","chr1",84839342,84840341,"Fbxo36",84839841,0.968028943492621,0.735221910491407,0.0462138847049157
"ENSMUSG00000073643","Wdfy1","unbiased","Bound","CGI","chr1",79775644,79776643,"Wdfy1",79776143,0.527589933816331,0.550524489020109,-0.991828332605577
"ENSMUSG00000073731","AI507597","XY","Unbound","no","chr4",141613527,141614526,"AI507597",141614026,0.486835490598753,0.526204157293405,-1.28205128205128
"ENSMUSG00000073894","Rbmxl2","unbiased","Bound","CGI","chr7",107208946,107209945,"Rbmxl2",107209445,1.75483048743004e-05,0.000151914618328213,-8.55548706612536
"ENSMUSG00000074003","Gucy2d","XY","Unbound","no","chr7",98439917,98440916,"Gucy2d",98440416,0.946276070933584,0.725180602132909,0.229958479718939
"ENSMUSG00000074093","Svip","XY","Unbound","CGI","chr7",52005519,52006518,"Svip",52006018,0.755000698313959,0.652856537638367,-0.385079721909996
"ENSMUSG00000074127","Cmtm2a","XY","Unbound","no","chr8",104292682,104293681,"Cmtm2a",104293181,0.405114473309082,0.47741824017321,-1.41106547797923
"ENSMUSG00000074139","1700057G04Rik","XY","Unbound","no","chr9",92308878,92309877,"1700057G04Rik",92309377,0.00281168122641456,0.0135504120752334,18.825831702544
"ENSMUSG00000074212","Dnajb14","unbiased","Unbound","CGI","chr3",137867176,137868175,"Dnajb14",137867675,0.461037565364549,0.513331613799053,-1.04454634243242
"ENSMUSG00000074384","AI429214","XY","Unbound","no","chr8",36993105,36994104,"AI429214",36993604,5.34663695171364e-09,1.04142406618396e-07,-16.4053236195301
"ENSMUSG00000074435","Smcp","XY","Unbound","no","chr3",92588498,92589497,"Smcp",92588997,0.710770367771778,0.630488042099898,-2.98273155416012
"ENSMUSG00000074579","Lekr1","unbiased","Bound","CGI","chr3",65665729,65666728,"Lekr1",65666228,2.26711200390638e-06,2.32926947587496e-05,-11.3636049747602
"ENSMUSG00000074580","4931440P22Rik","unbiased","Bound","CGI","chr3",65528880,65529879,"4931440P22Rik",65529379,0.0475203364309533,0.122058006994368,-1.66795386033533
"ENSMUSG00000074619","1700034I23Rik","XY","Unbound","no","chr3",40902044,40903043,"1700034I23Rik",40902543,0.173431118759023,0.291110463257851,-3.60924683072334
"ENSMUSG00000074635","3110070M22Rik","XY","Unbound","no","chr13",119487884,119488883,"3110070M22Rik",119488383,0.708209786022108,0.629411009277245,0.711671114611129
"ENSMUSG00000074673","Ttll9","XY","Unbound","no","chr2",152961986,152962985,"Ttll9",152962485,0.306814786804161,0.406616314660792,2.97068660240016
"ENSMUSG00000074764","Sel1l2","XY","Unbound","no","chr2",140389207,140390206,"Sel1l2",140389706,0.607309081757385,0.583270263179338,-2.72592209805569
"ENSMUSG00000074817","Papolb","XY","Bound","CGI","chr5",142529577,142530576,"Papolb",142530076,1.27709984462347e-08,2.2111552865385e-07,-11.5723883276065
"ENSMUSG00000074881","Mageb3","XY","Unbound","CGI","chr2",121955593,121956592,"Mageb3",121956092,0.796242138691509,0.669649705231794,-0.367716654677621
"ENSMUSG00000075046","Dux","XY","Unbound","no","chr10",58232176,58233175,"Duxf3",58232675,0.015377097868426,0.0489007138975302,3.87328108032556
"ENSMUSG00000075272","Ttc30a2","XY","Unbound","no","chr2",75977671,75978670,"Ttc30a2",75978170,0.0665465939067883,0.150648194585378,-6.66666666666667
"ENSMUSG00000075425","Gm13547","XY","Unbound","no","chr2",29758813,29759812,"Gm13547",29759312,0.03899781947349,0.102418515788964,16.138540899042
"ENSMUSG00000075524","4930407I10Rik","XY","Unbound","no","chr15",82058652,82059651,"4930407I10Rik",82059151,0.941862894795004,0.722983774877061,-0.416666666666665
"ENSMUSG00000075571","Defb30","XY","Unbound","no","chr14",63049461,63050460,"Defb30",63049960,0.285264508662768,0.388618412206431,-3.88219544846051
"ENSMUSG00000075599","Smok3a","XY","Unbound","no","chr5",138020762,138021761,"Smok3a",138021261,0.568132645080834,0.563282427977358,-2.99194476409665
"ENSMUSG00000076006","Mir376c","XY","Unbound","no","chr12",109722219,109723218,"Mir376c",109722718,0.790122716704407,0.66826614059096,-0.699944741204639
"ENSMUSG00000076062","Mir92-1","unbiased","Unbound","no","chr14",115043928,115044927,"Mir92-1",115044427,0.652023689710977,0.607785861804971,0.936244752499171
"ENSMUSG00000076065","Mir681","XX","Unbound","no","chr12",69763445,69764444,"Mir681",69763944,0.22244922298263,0.334909482575713,4.48363376065595
"ENSMUSG00000076119","Mir698","XX","Unbound","no","chr4",124743282,124744281,"Mir698",124743781,0.0661212194440379,0.15043162988718,-2.89664828913976
"ENSMUSG00000076142","Mir711","XX","Unbound","no","chr9",108969423,108970422,"Mir711",108969922,0.163231360568314,0.281736036109588,-3.00843127235565
"ENSMUSG00000076251","Mir501","XY","Unbound","no","chrX",7240852,7241851,"Mir501",7241351,0.2175839387129,0.32972861548639,-3.03030303030303
"ENSMUSG00000076256","Mir19b-1","XX","Unbound","no","chr14",115043806,115044805,"Mir19b-1",115044305,0.787229604452168,0.666684711133919,0.516332324587399
"ENSMUSG00000076275","Mir675","XY","Unbound","no","chr7",142576648,142577647,"Mir675",142577147,5.58719285685322e-07,6.37041846304922e-06,11.2575756845237
"ENSMUSG00000076309","Mir147","XY","Unbound","no","chr2",122640304,122641303,"Mir147",122640803,0.119164781847191,0.225532495149389,5.72799673269349
"ENSMUSG00000076316","Mir673","XX","Unbound","no","chr12",109571491,109572490,"Mir673",109571990,0.117761085911431,0.224134125182354,-3.66851612576322
"ENSMUSG00000076361","Mir182","XX","Unbound","no","chr6",30165493,30166492,"Mir182",30165992,0.0961392296589877,0.195828593059922,-5.42589662447258
"ENSMUSG00000076376","Mir674","XX","Unbound","no","chr2",117184628,117185627,"Mir674",117185127,0.239190141260619,0.344577352493859,2.87650602409639
"ENSMUSG00000076399","Mir450-2","XY","Unbound","no","chrX",53047868,53048867,"Mir450-2",53048367,0.570301394635823,0.564235979771171,2.8125
"ENSMUSG00000076430","Hus1b","unbiased","Bound","no","chr13",30947260,30948259,"Hus1b",30947759,0.239869512174791,0.345024429633235,-2.71152976376857
"ENSMUSG00000076434","Wfdc3","XY","Unbound","CGI","chr2",164745432,164746431,"Wfdc3",164745931,0.963610390974453,0.73306221814635,0.056934326597248
"ENSMUSG00000076436","Oxct2a","XY","Bound","CGI","chr4",123323135,123324134,"Oxct2a",123323634,0.00343219611941216,0.0158857922198615,-9.85698943838802
"ENSMUSG00000076438","Oxct2b","XY","Bound","CGI","chr4",123115767,123116766,"Oxct2b",123116266,6.72200496233198e-05,0.000483441164967715,-10.9492131944763
"ENSMUSG00000077092","Mir742","XX","Unbound","no","chrX",66779938,66780937,"Mir742",66780437,0.335893456583316,0.427229250508717,5.23809523809523
"ENSMUSG00000077872","Mir878","XX","Unbound","no","chrX",66801086,66802085,"Mir878",66801585,0.440311329817811,0.501818700798071,9.88700564971751
"ENSMUSG00000077886","Mir295","unbiased","Unbound","no","chr7",3220274,3221273,"Mir295",3220773,0.00316532052077772,0.0149465395063354,-12.0776491116751
"ENSMUSG00000077921","Mir872","XY","Unbound","no","chr4",94664658,94665657,"Mir872",94665157,0.108933720748195,0.212625317737985,13.6422136422136
"ENSMUSG00000077980","Mir654","XX","Unbound","no","chr12",109722719,109723718,"Mir654",109723218,0.371539432238819,0.45090075609882,2.36562451871245
"ENSMUSG00000078017","Mir883a","XX","Unbound","no","chrX",66780334,66781333,"Mir883a",66780833,0.278712138248056,0.384906606929563,5.76519916142557
"ENSMUSG00000078032","Mir291b","XX","Unbound","no","chr7",3218983,3219982,"Mir291b",3219482,1.23421168305184e-07,1.71596005058973e-06,-7.02136099194923
"ENSMUSG00000078127","Fam170b","XY","Unbound","no","chr14",32833463,32834462,"Fam170b",32833962,0.798208722829985,0.669649705231794,-0.676222677270344
"ENSMUSG00000078179","Rnf148","XY","Unbound","no","chr6",23654637,23655636,"Rnf148",23655136,0.0643665198392682,0.149295634006901,4.97767270816917
"ENSMUSG00000078442","Ccdc105","XY","Bound","CGI","chr10",78752566,78753565,"Ccdc105",78753065,0.0258969146060025,0.0733706279746433,5.32524660090642
"ENSMUSG00000078577","Tmco2","XY","Unbound","no","chr4",121108727,121109726,"Tmco2",121109226,0.187443353574856,0.3021552909594,3.20271422481172
"ENSMUSG00000078588","Ccdc24","XY","Unbound","no","chr4",117872058,117873057,"Ccdc24",117872557,2.77308509330932e-05,0.000231490581021565,-16.6920007600228
"ENSMUSG00000078611","Gm5901","XY","Unbound","no","chr7",105374539,105375538,"Gm5901",105375038,0.100048994614408,0.200301406820012,-7.54785120982304
"ENSMUSG00000078653","Cntd1","XY","Unbound","no","chr11",101278513,101279512,"Cntd1",101279012,3.68416364504012e-19,1.72225346962078e-17,-11.8788500127056
"ENSMUSG00000078796","Zfp541","unbiased","Bound","CGI","chr7",16061315,16062314,"Zfp541",16061814,2.82719174375792e-14,1.01664672805841e-12,29.9680219278209
"ENSMUSG00000078907","Fam186b","XY","Unbound","no","chr15",99295389,99296388,"Fam186b",99295888,0.0212183290736268,0.0635835450354474,-8.42027376988531
"ENSMUSG00000078935","1700025C18Rik","XY","Unbound","no","chr2",165090251,165091250,"1700025C18Rik",165090750,0.0264343813423341,0.0744422032690292,-6.40101201771032
