"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"EpiLC only","GO:0046323","glucose import","25/3551","88/22893",0.00147606180914426,0.0151747822532254,0.0112437712464394,"ENSMUSG00000047443/ENSMUSG00000026270/ENSMUSG00000026525/ENSMUSG00000019768/ENSMUSG00000020263/ENSMUSG00000020189/ENSMUSG00000020176/ENSMUSG00000020516/ENSMUSG00000020681/ENSMUSG00000050965/ENSMUSG00000021611/ENSMUSG00000021948/ENSMUSG00000053436/ENSMUSG00000015839/ENSMUSG00000005089/ENSMUSG00000000628/ENSMUSG00000003153/ENSMUSG00000032652/ENSMUSG00000030401/ENSMUSG00000005534/ENSMUSG00000038894/ENSMUSG00000087408/ENSMUSG00000031688/ENSMUSG00000031823/ENSMUSG00000055653",25
"EpiLC only","GO:1902373","negative regulation of mRNA catabolic process","20/3551","65/22893",0.00148320780619872,0.0152234130206259,0.0112798042658966,"ENSMUSG00000025977/ENSMUSG00000042699/ENSMUSG00000026637/ENSMUSG00000018554/ENSMUSG00000010554/ENSMUSG00000020680/ENSMUSG00000018379/ENSMUSG00000051455/ENSMUSG00000041415/ENSMUSG00000007836/ENSMUSG00000010592/ENSMUSG00000027510/ENSMUSG00000023087/ENSMUSG00000028546/ENSMUSG00000046694/ENSMUSG00000041459/ENSMUSG00000040028/ENSMUSG00000036779/ENSMUSG00000032265/ENSMUSG00000000838",20
"EpiLC only","GO:0042558","pteridine-containing compound metabolic process","12/3551","31/22893",0.00148825151735085,0.0152255861401705,0.0112814144411626,"ENSMUSG00000040675/ENSMUSG00000025403/ENSMUSG00000021048/ENSMUSG00000021496/ENSMUSG00000034617/ENSMUSG00000009566/ENSMUSG00000073987/ENSMUSG00000025747/ENSMUSG00000029376/ENSMUSG00000005667/ENSMUSG00000025894/ENSMUSG00000032067",12
"EpiLC only","GO:0070198","protein localization to chromosome, telomeric region","12/3551","31/22893",0.00148825151735085,0.0152255861401705,0.0112814144411626,"ENSMUSG00000025374/ENSMUSG00000015937/ENSMUSG00000021611/ENSMUSG00000042354/ENSMUSG00000022234/ENSMUSG00000025613/ENSMUSG00000041147/ENSMUSG00000030007/ENSMUSG00000032409/ENSMUSG00000031403/ENSMUSG00000031229/ENSMUSG00000025266",12
"EpiLC only","GO:0003401","axis elongation","13/3551","35/22893",0.00149424079911236,0.0152620834943372,0.0113084571950225,"ENSMUSG00000025921/ENSMUSG00000026556/ENSMUSG00000019768/ENSMUSG00000051367/ENSMUSG00000021835/ENSMUSG00000018822/ENSMUSG00000001819/ENSMUSG00000028640/ENSMUSG00000037211/ENSMUSG00000027996/ENSMUSG00000005566/ENSMUSG00000074221/ENSMUSG00000053110",13
"EpiLC only","GO:0051962","positive regulation of nervous system development","77/3551","358/22893",0.0015039893320576,0.0153367973634741,0.0113638165167902,"ENSMUSG00000033569/ENSMUSG00000026249/ENSMUSG00000026341/ENSMUSG00000045382/ENSMUSG00000037868/ENSMUSG00000058799/ENSMUSG00000057897/ENSMUSG00000020387/ENSMUSG00000051790/ENSMUSG00000020774/ENSMUSG00000048616/ENSMUSG00000001313/ENSMUSG00000020681/ENSMUSG00000050965/ENSMUSG00000025372/ENSMUSG00000063632/ENSMUSG00000021068/ENSMUSG00000047414/ENSMUSG00000041415/ENSMUSG00000021318/ENSMUSG00000034675/ENSMUSG00000055254/ENSMUSG00000021936/ENSMUSG00000007989/ENSMUSG00000022055/ENSMUSG00000022607/ENSMUSG00000033707/ENSMUSG00000022623/ENSMUSG00000022514/ENSMUSG00000022528/ENSMUSG00000022812/ENSMUSG00000022883/ENSMUSG00000002489/ENSMUSG00000023800/ENSMUSG00000036473/ENSMUSG00000024176/ENSMUSG00000024109/ENSMUSG00000024927/ENSMUSG00000024735/ENSMUSG00000041362/ENSMUSG00000027315/ENSMUSG00000027296/ENSMUSG00000027358/ENSMUSG00000086509/ENSMUSG00000074736/ENSMUSG00000000305/ENSMUSG00000074637/ENSMUSG00000028072/ENSMUSG00000051675/ENSMUSG00000042453/ENSMUSG00000028933/ENSMUSG00000005672/ENSMUSG00000029291/ENSMUSG00000032867/ENSMUSG00000042589/ENSMUSG00000009376/ENSMUSG00000001761/ENSMUSG00000002413/ENSMUSG00000034648/ENSMUSG00000049112/ENSMUSG00000003436/ENSMUSG00000037020/ENSMUSG00000048078/ENSMUSG00000098132/ENSMUSG00000035064/ENSMUSG00000041309/ENSMUSG00000049717/ENSMUSG00000062991/ENSMUSG00000031520/ENSMUSG00000031688/ENSMUSG00000035274/ENSMUSG00000033419/ENSMUSG00000032463/ENSMUSG00000032537/ENSMUSG00000006932/ENSMUSG00000032536/ENSMUSG00000000838",77
"EpiLC only","GO:0046890","regulation of lipid biosynthetic process","48/3551","203/22893",0.0015236031539959,0.0154791145390033,0.0114692665812054,"ENSMUSG00000025921/ENSMUSG00000025958/ENSMUSG00000025950/ENSMUSG00000026385/ENSMUSG00000003721/ENSMUSG00000026509/ENSMUSG00000020063/ENSMUSG00000006728/ENSMUSG00000020538/ENSMUSG00000020889/ENSMUSG00000039004/ENSMUSG00000021608/ENSMUSG00000021684/ENSMUSG00000025277/ENSMUSG00000021948/ENSMUSG00000022064/ENSMUSG00000022150/ENSMUSG00000022555/ENSMUSG00000042632/ENSMUSG00000000489/ENSMUSG00000022843/ENSMUSG00000022982/ENSMUSG00000024130/ENSMUSG00000024030/ENSMUSG00000024378/ENSMUSG00000025198/ENSMUSG00000024978/ENSMUSG00000014077/ENSMUSG00000027358/ENSMUSG00000048486/ENSMUSG00000042821/ENSMUSG00000040374/ENSMUSG00000033161/ENSMUSG00000027905/ENSMUSG00000028655/ENSMUSG00000036856/ENSMUSG00000028980/ENSMUSG00000036256/ENSMUSG00000005373/ENSMUSG00000025856/ENSMUSG00000019577/ENSMUSG00000053004/ENSMUSG00000032652/ENSMUSG00000030505/ENSMUSG00000030747/ENSMUSG00000048583/ENSMUSG00000031906/ENSMUSG00000032349",48
"EpiLC only","GO:0008645","hexose transmembrane transport","31/3551","117/22893",0.00152531420639814,0.0154791145390033,0.0114692665812054,"ENSMUSG00000047443/ENSMUSG00000026270/ENSMUSG00000026525/ENSMUSG00000019768/ENSMUSG00000020263/ENSMUSG00000020189/ENSMUSG00000020176/ENSMUSG00000006127/ENSMUSG00000020516/ENSMUSG00000020546/ENSMUSG00000020681/ENSMUSG00000050965/ENSMUSG00000021611/ENSMUSG00000021948/ENSMUSG00000053436/ENSMUSG00000054200/ENSMUSG00000015839/ENSMUSG00000005089/ENSMUSG00000014932/ENSMUSG00000009376/ENSMUSG00000002413/ENSMUSG00000000628/ENSMUSG00000003153/ENSMUSG00000032652/ENSMUSG00000030401/ENSMUSG00000005534/ENSMUSG00000038894/ENSMUSG00000087408/ENSMUSG00000031688/ENSMUSG00000031823/ENSMUSG00000055653",31
"EpiLC only","GO:0051225","spindle assembly","31/3551","117/22893",0.00152531420639814,0.0154791145390033,0.0114692665812054,"ENSMUSG00000009907/ENSMUSG00000026622/ENSMUSG00000019773/ENSMUSG00000018501/ENSMUSG00000025371/ENSMUSG00000041415/ENSMUSG00000022177/ENSMUSG00000034190/ENSMUSG00000033186/ENSMUSG00000022064/ENSMUSG00000063704/ENSMUSG00000043065/ENSMUSG00000024056/ENSMUSG00000024277/ENSMUSG00000024790/ENSMUSG00000027263/ENSMUSG00000017861/ENSMUSG00000027536/ENSMUSG00000033900/ENSMUSG00000038047/ENSMUSG00000029110/ENSMUSG00000035234/ENSMUSG00000066568/ENSMUSG00000066306/ENSMUSG00000000759/ENSMUSG00000035439/ENSMUSG00000037286/ENSMUSG00000032498/ENSMUSG00000031328/ENSMUSG00000031242/ENSMUSG00000041133",31
"EpiLC only","GO:0008654","phospholipid biosynthetic process","52/3551","224/22893",0.00153987662924718,0.0155448889927731,0.0115180022335335,"ENSMUSG00000073678/ENSMUSG00000025950/ENSMUSG00000026447/ENSMUSG00000050229/ENSMUSG00000026509/ENSMUSG00000020027/ENSMUSG00000025137/ENSMUSG00000020646/ENSMUSG00000021120/ENSMUSG00000038732/ENSMUSG00000021468/ENSMUSG00000021518/ENSMUSG00000021608/ENSMUSG00000022561/ENSMUSG00000042632/ENSMUSG00000000489/ENSMUSG00000038037/ENSMUSG00000005615/ENSMUSG00000054469/ENSMUSG00000036918/ENSMUSG00000024525/ENSMUSG00000024843/ENSMUSG00000040451/ENSMUSG00000024978/ENSMUSG00000026922/ENSMUSG00000027134/ENSMUSG00000014077/ENSMUSG00000027296/ENSMUSG00000046338/ENSMUSG00000048486/ENSMUSG00000017721/ENSMUSG00000027695/ENSMUSG00000039611/ENSMUSG00000028995/ENSMUSG00000075703/ENSMUSG00000029330/ENSMUSG00000025856/ENSMUSG00000038665/ENSMUSG00000030316/ENSMUSG00000058979/ENSMUSG00000030275/ENSMUSG00000030759/ENSMUSG00000030660/ENSMUSG00000030655/ENSMUSG00000025495/ENSMUSG00000031467/ENSMUSG00000031545/ENSMUSG00000031834/ENSMUSG00000033192/ENSMUSG00000010936/ENSMUSG00000034330/ENSMUSG00000032540",52
"EpiLC only","GO:0042490","mechanoreceptor differentiation","26/3551","93/22893",0.00154800920004131,0.0155448889927731,0.0115180022335335,"ENSMUSG00000026556/ENSMUSG00000019789/ENSMUSG00000012819/ENSMUSG00000018395/ENSMUSG00000001751/ENSMUSG00000041415/ENSMUSG00000002799/ENSMUSG00000055254/ENSMUSG00000069170/ENSMUSG00000021733/ENSMUSG00000021835/ENSMUSG00000040040/ENSMUSG00000022528/ENSMUSG00000022982/ENSMUSG00000039529/ENSMUSG00000048707/ENSMUSG00000027276/ENSMUSG00000040289/ENSMUSG00000046743/ENSMUSG00000028072/ENSMUSG00000039137/ENSMUSG00000028654/ENSMUSG00000063810/ENSMUSG00000055078/ENSMUSG00000031565/ENSMUSG00000049493",26
"EpiLC only","GO:0051983","regulation of chromosome segregation","26/3551","93/22893",0.00154800920004131,0.0155448889927731,0.0115180022335335,"ENSMUSG00000042807/ENSMUSG00000019773/ENSMUSG00000019923/ENSMUSG00000020020/ENSMUSG00000069910/ENSMUSG00000020594/ENSMUSG00000020608/ENSMUSG00000041431/ENSMUSG00000063704/ENSMUSG00000037991/ENSMUSG00000116564/ENSMUSG00000024056/ENSMUSG00000005871/ENSMUSG00000024537/ENSMUSG00000024943/ENSMUSG00000040084/ENSMUSG00000014355/ENSMUSG00000074698/ENSMUSG00000028109/ENSMUSG00000015880/ENSMUSG00000029472/ENSMUSG00000030254/ENSMUSG00000066306/ENSMUSG00000038542/ENSMUSG00000038416/ENSMUSG00000034218",26
"EpiLC only","GO:0070301","cellular response to hydrogen peroxide","26/3551","93/22893",0.00154800920004131,0.0155448889927731,0.0115180022335335,"ENSMUSG00000019850/ENSMUSG00000071369/ENSMUSG00000004207/ENSMUSG00000020063/ENSMUSG00000001786/ENSMUSG00000054364/ENSMUSG00000021215/ENSMUSG00000021868/ENSMUSG00000021948/ENSMUSG00000021936/ENSMUSG00000035960/ENSMUSG00000024423/ENSMUSG00000024927/ENSMUSG00000015839/ENSMUSG00000035399/ENSMUSG00000044303/ENSMUSG00000028964/ENSMUSG00000029657/ENSMUSG00000009376/ENSMUSG00000001642/ENSMUSG00000029687/ENSMUSG00000055633/ENSMUSG00000025584/ENSMUSG00000040268/ENSMUSG00000031906/ENSMUSG00000031997",26
"EpiLC only","GO:0006271","DNA strand elongation involved in DNA replication","7/3551","13/22893",0.00154906224808974,0.0155448889927731,0.0115180022335335,"ENSMUSG00000041859/ENSMUSG00000036875/ENSMUSG00000020471/ENSMUSG00000027342/ENSMUSG00000028394/ENSMUSG00000030726/ENSMUSG00000006678",7
"EpiLC only","GO:0031223","auditory behavior","7/3551","13/22893",0.00154906224808974,0.0155448889927731,0.0115180022335335,"ENSMUSG00000026596/ENSMUSG00000048904/ENSMUSG00000022623/ENSMUSG00000024109/ENSMUSG00000033768/ENSMUSG00000029104/ENSMUSG00000029563",7
"EpiLC only","GO:1903867","extraembryonic membrane development","7/3551","13/22893",0.00154906224808974,0.0155448889927731,0.0115180022335335,"ENSMUSG00000020185/ENSMUSG00000008999/ENSMUSG00000002221/ENSMUSG00000029131/ENSMUSG00000046179/ENSMUSG00000043866/ENSMUSG00000006205",7
"EpiLC only","GO:0007009","plasma membrane organization","39/3551","157/22893",0.00156019040550147,0.015606857040429,0.0115639175251538,"ENSMUSG00000026109/ENSMUSG00000045382/ENSMUSG00000038633/ENSMUSG00000004207/ENSMUSG00000035189/ENSMUSG00000018340/ENSMUSG00000025371/ENSMUSG00000025372/ENSMUSG00000021112/ENSMUSG00000042364/ENSMUSG00000021948/ENSMUSG00000034190/ENSMUSG00000022353/ENSMUSG00000022377/ENSMUSG00000005125/ENSMUSG00000033039/ENSMUSG00000047878/ENSMUSG00000016664/ENSMUSG00000064210/ENSMUSG00000022982/ENSMUSG00000040276/ENSMUSG00000024044/ENSMUSG00000039529/ENSMUSG00000036098/ENSMUSG00000026837/ENSMUSG00000074622/ENSMUSG00000027536/ENSMUSG00000046743/ENSMUSG00000032826/ENSMUSG00000028917/ENSMUSG00000029344/ENSMUSG00000030105/ENSMUSG00000030342/ENSMUSG00000025324/ENSMUSG00000045795/ENSMUSG00000031982/ENSMUSG00000032733/ENSMUSG00000032530/ENSMUSG00000031242",39
"EpiLC only","GO:0022612","gland morphogenesis","39/3551","157/22893",0.00156019040550147,0.015606857040429,0.0115639175251538,"ENSMUSG00000057329/ENSMUSG00000048402/ENSMUSG00000019768/ENSMUSG00000019850/ENSMUSG00000020122/ENSMUSG00000048616/ENSMUSG00000004043/ENSMUSG00000017724/ENSMUSG00000021055/ENSMUSG00000041702/ENSMUSG00000021318/ENSMUSG00000021835/ENSMUSG00000022061/ENSMUSG00000000489/ENSMUSG00000022883/ENSMUSG00000032796/ENSMUSG00000024395/ENSMUSG00000024597/ENSMUSG00000024913/ENSMUSG00000015846/ENSMUSG00000001819/ENSMUSG00000056501/ENSMUSG00000028640/ENSMUSG00000008999/ENSMUSG00000039519/ENSMUSG00000027878/ENSMUSG00000014599/ENSMUSG00000028413/ENSMUSG00000008575/ENSMUSG00000044303/ENSMUSG00000036856/ENSMUSG00000025856/ENSMUSG00000009376/ENSMUSG00000001761/ENSMUSG00000004264/ENSMUSG00000031565/ENSMUSG00000084128/ENSMUSG00000000303/ENSMUSG00000032440",39
"EpiLC only","GO:0016579","protein deubiquitination","34/3551","132/22893",0.00157472691356147,0.0156776736368037,0.0116163891584729,"ENSMUSG00000033364/ENSMUSG00000005501/ENSMUSG00000046404/ENSMUSG00000026563/ENSMUSG00000019850/ENSMUSG00000020020/ENSMUSG00000025403/ENSMUSG00000042506/ENSMUSG00000059995/ENSMUSG00000021189/ENSMUSG00000021901/ENSMUSG00000022111/ENSMUSG00000046034/ENSMUSG00000022426/ENSMUSG00000025616/ENSMUSG00000038954/ENSMUSG00000056900/ENSMUSG00000028514/ENSMUSG00000042677/ENSMUSG00000028899/ENSMUSG00000028964/ENSMUSG00000035234/ENSMUSG00000018974/ENSMUSG00000056305/ENSMUSG00000033510/ENSMUSG00000035713/ENSMUSG00000043866/ENSMUSG00000059263/ENSMUSG00000063317/ENSMUSG00000036990/ENSMUSG00000038250/ENSMUSG00000036712/ENSMUSG00000032010/ENSMUSG00000006676",34
"EpiLC only","GO:0061008","hepaticobiliary system development","34/3551","132/22893",0.00157472691356147,0.0156776736368037,0.0116163891584729,"ENSMUSG00000039910/ENSMUSG00000019850/ENSMUSG00000020185/ENSMUSG00000020173/ENSMUSG00000039963/ENSMUSG00000019256/ENSMUSG00000044147/ENSMUSG00000021835/ENSMUSG00000040040/ENSMUSG00000009569/ENSMUSG00000022528/ENSMUSG00000022952/ENSMUSG00000024395/ENSMUSG00000024927/ENSMUSG00000024986/ENSMUSG00000056501/ENSMUSG00000027878/ENSMUSG00000044303/ENSMUSG00000044254/ENSMUSG00000034462/ENSMUSG00000062234/ENSMUSG00000029482/ENSMUSG00000009376/ENSMUSG00000001761/ENSMUSG00000029687/ENSMUSG00000034957/ENSMUSG00000046179/ENSMUSG00000030544/ENSMUSG00000043866/ENSMUSG00000031831/ENSMUSG00000032187/ENSMUSG00000032076/ENSMUSG00000032402/ENSMUSG00000032558",34
"EpiLC only","GO:0006289","nucleotide-excision repair","17/3551","52/22893",0.00157580619830179,0.0156776736368037,0.0116163891584729,"ENSMUSG00000026048/ENSMUSG00000020063/ENSMUSG00000020413/ENSMUSG00000076430/ENSMUSG00000021461/ENSMUSG00000054051/ENSMUSG00000025077/ENSMUSG00000028884/ENSMUSG00000041147/ENSMUSG00000012483/ENSMUSG00000030166/ENSMUSG00000019738/ENSMUSG00000038644/ENSMUSG00000006599/ENSMUSG00000030726/ENSMUSG00000049717/ENSMUSG00000031446",17
"EpiLC only","GO:0030218","erythrocyte differentiation","37/3551","147/22893",0.00157785213586686,0.0156776736368037,0.0116163891584729,"ENSMUSG00000033813/ENSMUSG00000026155/ENSMUSG00000016526/ENSMUSG00000066595/ENSMUSG00000039910/ENSMUSG00000034201/ENSMUSG00000018501/ENSMUSG00000038615/ENSMUSG00000004043/ENSMUSG00000021540/ENSMUSG00000021901/ENSMUSG00000021835/ENSMUSG00000022099/ENSMUSG00000033565/ENSMUSG00000033055/ENSMUSG00000022672/ENSMUSG00000053436/ENSMUSG00000024140/ENSMUSG00000024359/ENSMUSG00000024539/ENSMUSG00000040282/ENSMUSG00000060802/ENSMUSG00000051177/ENSMUSG00000074622/ENSMUSG00000028382/ENSMUSG00000028495/ENSMUSG00000028717/ENSMUSG00000040274/ENSMUSG00000067367/ENSMUSG00000005672/ENSMUSG00000040952/ENSMUSG00000052040/ENSMUSG00000070056/ENSMUSG00000003812/ENSMUSG00000032187/ENSMUSG00000032035/ENSMUSG00000032519",37
"EpiLC only","GO:0046395","carboxylic acid catabolic process","51/3551","219/22893",0.00157970846705337,0.0156776736368037,0.0116163891584729,"ENSMUSG00000026103/ENSMUSG00000026385/ENSMUSG00000032763/ENSMUSG00000025403/ENSMUSG00000017718/ENSMUSG00000017713/ENSMUSG00000020664/ENSMUSG00000021460/ENSMUSG00000034617/ENSMUSG00000021646/ENSMUSG00000021953/ENSMUSG00000057880/ENSMUSG00000003526/ENSMUSG00000022853/ENSMUSG00000036820/ENSMUSG00000024039/ENSMUSG00000024052/ENSMUSG00000024507/ENSMUSG00000024654/ENSMUSG00000024827/ENSMUSG00000025176/ENSMUSG00000025190/ENSMUSG00000026664/ENSMUSG00000026787/ENSMUSG00000027332/ENSMUSG00000027359/ENSMUSG00000040374/ENSMUSG00000044288/ENSMUSG00000034171/ENSMUSG00000028655/ENSMUSG00000028737/ENSMUSG00000028961/ENSMUSG00000028937/ENSMUSG00000003623/ENSMUSG00000029246/ENSMUSG00000042010/ENSMUSG00000034744/ENSMUSG00000003123/ENSMUSG00000034875/ENSMUSG00000074141/ENSMUSG00000030861/ENSMUSG00000038894/ENSMUSG00000047866/ENSMUSG00000031672/ENSMUSG00000034424/ENSMUSG00000074064/ENSMUSG00000025894/ENSMUSG00000032291/ENSMUSG00000032314/ENSMUSG00000010651/ENSMUSG00000036138",51
"EpiLC only","GO:0043462","regulation of ATP-dependent activity","21/3551","70/22893",0.00163222298272471,0.0161733793036653,0.0119836828059696,"ENSMUSG00000026021/ENSMUSG00000042699/ENSMUSG00000020063/ENSMUSG00000020288/ENSMUSG00000049882/ENSMUSG00000059970/ENSMUSG00000021037/ENSMUSG00000021811/ENSMUSG00000021868/ENSMUSG00000022469/ENSMUSG00000004460/ENSMUSG00000024151/ENSMUSG00000005370/ENSMUSG00000045730/ENSMUSG00000027006/ENSMUSG00000027805/ENSMUSG00000043252/ENSMUSG00000029826/ENSMUSG00000029911/ENSMUSG00000005483/ENSMUSG00000032366",21
"EpiLC only","GO:0003149","membranous septum morphogenesis","6/3551","10/22893",0.00165342854154133,0.0162557046315031,0.0120446818462556,"ENSMUSG00000026556/ENSMUSG00000048616/ENSMUSG00000021835/ENSMUSG00000044674/ENSMUSG00000057406/ENSMUSG00000032440",6
"EpiLC only","GO:0007270","neuron-neuron synaptic transmission","6/3551","10/22893",0.00165342854154133,0.0162557046315031,0.0120446818462556,"ENSMUSG00000020402/ENSMUSG00000038128/ENSMUSG00000047495/ENSMUSG00000008892/ENSMUSG00000034656/ENSMUSG00000032186",6
"EpiLC only","GO:0070862","negative regulation of protein exit from endoplasmic reticulum","6/3551","10/22893",0.00165342854154133,0.0162557046315031,0.0120446818462556,"ENSMUSG00000046404/ENSMUSG00000009092/ENSMUSG00000009293/ENSMUSG00000018442/ENSMUSG00000041765/ENSMUSG00000028277",6
"EpiLC only","GO:0097119","postsynaptic density protein 95 clustering","6/3551","10/22893",0.00165342854154133,0.0162557046315031,0.0120446818462556,"ENSMUSG00000051790/ENSMUSG00000034675/ENSMUSG00000024109/ENSMUSG00000024304/ENSMUSG00000033768/ENSMUSG00000042453",6
"EpiLC only","GO:0098598","learned vocalization behavior or vocal learning","6/3551","10/22893",0.00165342854154133,0.0162557046315031,0.0120446818462556,"ENSMUSG00000048904/ENSMUSG00000022623/ENSMUSG00000024109/ENSMUSG00000033768/ENSMUSG00000029104/ENSMUSG00000029563",6
"EpiLC only","GO:0001704","formation of primary germ layer","28/3551","103/22893",0.00166216410145648,0.0163161342171008,0.0120894572127577,"ENSMUSG00000026383/ENSMUSG00000020260/ENSMUSG00000056758/ENSMUSG00000048616/ENSMUSG00000015937/ENSMUSG00000021835/ENSMUSG00000063060/ENSMUSG00000024190/ENSMUSG00000024134/ENSMUSG00000024563/ENSMUSG00000034765/ENSMUSG00000026837/ENSMUSG00000027368/ENSMUSG00000037025/ENSMUSG00000042821/ENSMUSG00000008999/ENSMUSG00000074637/ENSMUSG00000027996/ENSMUSG00000028717/ENSMUSG00000007880/ENSMUSG00000029104/ENSMUSG00000030544/ENSMUSG00000030543/ENSMUSG00000043866/ENSMUSG00000031565/ENSMUSG00000031530/ENSMUSG00000032402/ENSMUSG00000006932",28
"EpiLC only","GO:0072089","stem cell proliferation","24/3551","84/22893",0.00166885044548084,0.0163562916134063,0.0121192118787804,"ENSMUSG00000056758/ENSMUSG00000020898/ENSMUSG00000020681/ENSMUSG00000063632/ENSMUSG00000021611/ENSMUSG00000021835/ENSMUSG00000022150/ENSMUSG00000006369/ENSMUSG00000014771/ENSMUSG00000023994/ENSMUSG00000024134/ENSMUSG00000054321/ENSMUSG00000033016/ENSMUSG00000024922/ENSMUSG00000027356/ENSMUSG00000046470/ENSMUSG00000027996/ENSMUSG00000004891/ENSMUSG00000028034/ENSMUSG00000018974/ENSMUSG00000030199/ENSMUSG00000031565/ENSMUSG00000031520/ENSMUSG00000053110",24
"EpiLC only","GO:0072087","renal vesicle development","9/3551","20/22893",0.00168774147827985,0.016464623523405,0.0121994805241151,"ENSMUSG00000018486/ENSMUSG00000021835/ENSMUSG00000024176/ENSMUSG00000024134/ENSMUSG00000074934/ENSMUSG00000040289/ENSMUSG00000036856/ENSMUSG00000001761/ENSMUSG00000006932",9
"EpiLC only","GO:0090030","regulation of steroid hormone biosynthetic process","9/3551","20/22893",0.00168774147827985,0.016464623523405,0.0121994805241151,"ENSMUSG00000039004/ENSMUSG00000021684/ENSMUSG00000022150/ENSMUSG00000022843/ENSMUSG00000027358/ENSMUSG00000033161/ENSMUSG00000036856/ENSMUSG00000028980/ENSMUSG00000048583",9
"EpiLC only","GO:2000773","negative regulation of cellular senescence","9/3551","20/22893",0.00168774147827985,0.016464623523405,0.0121994805241151,"ENSMUSG00000019699/ENSMUSG00000019773/ENSMUSG00000020063/ENSMUSG00000056758/ENSMUSG00000021611/ENSMUSG00000021701/ENSMUSG00000022672/ENSMUSG00000027641/ENSMUSG00000040274",9
"EpiLC only","GO:0010876","lipid localization","93/3551","448/22893",0.00169796998197225,0.016538804986691,0.0122544453591945,"ENSMUSG00000047443/ENSMUSG00000009907/ENSMUSG00000026385/ENSMUSG00000026615/ENSMUSG00000004207/ENSMUSG00000020063/ENSMUSG00000033307/ENSMUSG00000020038/ENSMUSG00000035189/ENSMUSG00000020189/ENSMUSG00000006731/ENSMUSG00000020435/ENSMUSG00000020427/ENSMUSG00000046811/ENSMUSG00000020516/ENSMUSG00000004043/ENSMUSG00000020681/ENSMUSG00000018800/ENSMUSG00000037336/ENSMUSG00000037669/ENSMUSG00000034435/ENSMUSG00000021054/ENSMUSG00000039004/ENSMUSG00000021457/ENSMUSG00000021948/ENSMUSG00000022061/ENSMUSG00000022015/ENSMUSG00000032849/ENSMUSG00000022150/ENSMUSG00000022555/ENSMUSG00000042632/ENSMUSG00000064210/ENSMUSG00000023022/ENSMUSG00000023088/ENSMUSG00000036292/ENSMUSG00000022890/ENSMUSG00000022952/ENSMUSG00000024130/ENSMUSG00000024030/ENSMUSG00000032842/ENSMUSG00000044252/ENSMUSG00000024378/ENSMUSG00000056671/ENSMUSG00000039529/ENSMUSG00000024530/ENSMUSG00000024539/ENSMUSG00000079608/ENSMUSG00000024907/ENSMUSG00000024924/ENSMUSG00000074746/ENSMUSG00000026834/ENSMUSG00000002733/ENSMUSG00000068742/ENSMUSG00000027359/ENSMUSG00000048486/ENSMUSG00000016257/ENSMUSG00000037270/ENSMUSG00000028070/ENSMUSG00000027999/ENSMUSG00000015243/ENSMUSG00000044254/ENSMUSG00000028559/ENSMUSG00000028655/ENSMUSG00000042677/ENSMUSG00000028750/ENSMUSG00000003623/ENSMUSG00000038295/ENSMUSG00000037685/ENSMUSG00000046808/ENSMUSG00000029330/ENSMUSG00000050017/ENSMUSG00000042010/ENSMUSG00000011884/ENSMUSG00000043421/ENSMUSG00000051855/ENSMUSG00000030105/ENSMUSG00000025324/ENSMUSG00000025790/ENSMUSG00000039428/ENSMUSG00000049791/ENSMUSG00000030747/ENSMUSG00000032860/ENSMUSG00000047554/ENSMUSG00000037606/ENSMUSG00000038894/ENSMUSG00000062991/ENSMUSG00000018796/ENSMUSG00000031672/ENSMUSG00000031982/ENSMUSG00000040111/ENSMUSG00000032291/ENSMUSG00000037681/ENSMUSG00000032540",93
"EpiLC only","GO:0000959","mitochondrial RNA metabolic process","16/3551","48/22893",0.00170368276629849,0.0165594598681284,0.0122697496158309,"ENSMUSG00000025962/ENSMUSG00000020079/ENSMUSG00000003923/ENSMUSG00000020549/ENSMUSG00000022792/ENSMUSG00000044763/ENSMUSG00000036983/ENSMUSG00000024120/ENSMUSG00000033871/ENSMUSG00000025209/ENSMUSG00000079043/ENSMUSG00000004233/ENSMUSG00000028982/ENSMUSG00000029777/ENSMUSG00000013736/ENSMUSG00000032342",16
"EpiLC only","GO:0090263","positive regulation of canonical Wnt signaling pathway","29/3551","108/22893",0.00170534583535629,0.0165594598681284,0.0122697496158309,"ENSMUSG00000026686/ENSMUSG00000039224/ENSMUSG00000020122/ENSMUSG00000020390/ENSMUSG00000020692/ENSMUSG00000044548/ENSMUSG00000044715/ENSMUSG00000021319/ENSMUSG00000021464/ENSMUSG00000021974/ENSMUSG00000022112/ENSMUSG00000037487/ENSMUSG00000046380/ENSMUSG00000073563/ENSMUSG00000024986/ENSMUSG00000078202/ENSMUSG00000050447/ENSMUSG00000034848/ENSMUSG00000027996/ENSMUSG00000028017/ENSMUSG00000028677/ENSMUSG00000049551/ENSMUSG00000015133/ENSMUSG00000059263/ENSMUSG00000030956/ENSMUSG00000061048/ENSMUSG00000053110/ENSMUSG00000032402/ENSMUSG00000055653",29
