"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr8",70510126,70510589,464,"*","epilc_kdm5c_wt_.merged.bam_peak_5201",47,".",2.57552,7.99034,4.78268,243,"Promoter",8,70508263,70510350,2088,2,"22186","ENSMUST00000140679.7",0,"ENSMUSG00000090137","Uba52","ubiquitin A-52 residue ribosomal protein fusion product 1"
"chr8",70598337,70598851,515,"*","epilc_kdm5c_wt_.merged.bam_peak_5202",98,".",3.62463,13.3259,9.81839,229,"Promoter",8,70597978,70598478,501,2,"76900","ENSMUST00000209430.1",0,"ENSMUSG00000070003","Ssbp4","single stranded DNA binding protein 4"
"chr8",70698979,70699465,487,"*","epilc_kdm5c_wt_.merged.bam_peak_5206",60,".",3.09898,9.30117,6.00297,220,"Promoter",8,70698949,70700616,1668,1,"16478","ENSMUST00000095267.5",30,"ENSMUSG00000071076","Jund","jun D proto-oncogene"
"chr8",70760349,70760798,450,"*","epilc_kdm5c_wt_.merged.bam_peak_5207",94,".",4.07235,12.9617,9.46848,227,"Promoter",8,70759416,70760462,1047,2,"234384","ENSMUST00000212617.1",0,"ENSMUSG00000035559","Mpv17l2","MPV17 mitochondrial membrane protein-like 2"
"chr8",70776668,70777081,414,"*","epilc_kdm5c_wt_.merged.bam_peak_5208",115,".",3.74075,15.1219,11.5363,222,"Promoter",8,70768176,70776713,8538,2,"18709","ENSMUST00000034296.14",0,"ENSMUSG00000031834","Pik3r2","phosphoinositide-3-kinase regulatory subunit 2"
"chr8",71272827,71273102,276,"*","epilc_kdm5c_wt_.merged.bam_peak_5213",58,".",3.15088,9.09934,5.82132,108,"Promoter",8,71251125,71272934,21810,2,"76478","ENSMUST00000035960.12",0,"ENSMUSG00000035439","Haus8","4HAUS augmin-like complex, subunit 8"
"chr8",71366597,71367166,570,"*","epilc_kdm5c_wt_.merged.bam_peak_5214",184,".",5.23847,22.268,18.4216,313,"Promoter",8,71366848,71369729,2882,1,"67023","ENSMUST00000110053.8",0,"ENSMUSG00000002395","Use1","unconventional SNARE in the ER 1 homolog (S. cerevisiae)"
"chr8",71375707,71376547,841,"*","epilc_kdm5c_wt_.merged.bam_peak_5215",286,".",5.61113,32.7703,28.6413,243,"Promoter",8,71374628,71375790,1163,2,"13864","ENSMUST00000137734.7",0,"ENSMUSG00000002393","Nr2f6","nuclear receptor subfamily 2, group F, member 6"
"chr8",71591905,71592693,789,"*","epilc_kdm5c_wt_.merged.bam_peak_5216",460,".",8.12006,50.5875,46.093,493,"Promoter",8,71592176,71596269,4094,1,"66171","ENSMUST00000034264.10",0,"ENSMUSG00000031807","Pgls","6-phosphogluconolactonase"
"chr8",71602114,71602927,814,"*","epilc_kdm5c_wt_.merged.bam_peak_5217",197,".",5.05941,23.6891,19.7962,589,"Promoter",8,71602267,71602943,677,1,"100037278","ENSMUST00000125525.7",0,"ENSMUSG00000043243","Niban3","niban apoptosis regulator 3"
"chr8",71881850,71882297,448,"*","epilc_kdm5c_wt_.merged.bam_peak_5224",104,".",3.96865,13.9778,10.4394,221,"Promoter",8,71882019,71895727,13709,1,"236193","ENSMUST00000188685.6",0,"ENSMUSG00000056019","Zfp709","zinc finger protein 709"
"chr8",71951046,71951326,281,"*","epilc_kdm5c_wt_.merged.bam_peak_5225",64,".",3.32936,9.77329,6.45161,67,"Promoter",8,71951066,71969926,18861,1,"234413","ENSMUST00000138304.7",0,"ENSMUSG00000052446","Zfp961","zinc finger protein 961"
"chr8",72135402,72135728,327,"*","epilc_kdm5c_wt_.merged.bam_peak_5226",39,".",3.04178,7.11554,3.96863,107,"Promoter",8,72135808,72153140,17333,1,"326618","ENSMUST00000238492.1",-80,"ENSMUSG00000031799","Tpm4","tropomyosin 4"
"chr8",72160478,72161089,612,"*","epilc_kdm5c_wt_.merged.bam_peak_5227",558,".",8.00521,60.5369,55.8615,340,"Promoter",8,72161200,72183904,22705,1,"17274","ENSMUST00000003121.8",-111,"ENSMUSG00000003037","Rab8a","RAB8A, member RAS oncogene family"
"chr8",72421221,72421528,308,"*","epilc_kdm5c_wt_.merged.bam_peak_5228",114,".",4.40254,15.0198,11.4375,159,"Promoter",8,72340999,72421460,80462,2,"13859","ENSMUST00000163643.2",0,"ENSMUSG00000006276","Eps15l1","epidermal growth factor receptor pathway substrate 15-like 1"
"chr8",72443473,72443785,313,"*","epilc_kdm5c_wt_.merged.bam_peak_5229",86,".",3.46354,12.1378,8.68822,173,"Promoter",8,72424176,72443870,19695,2,"73316","ENSMUST00000019876.11",85,"ENSMUSG00000019732","Calr3","calreticulin 3"
"chr8",72474779,72475586,808,"*","epilc_kdm5c_wt_.merged.bam_peak_5230",258,".",5.59293,29.9276,25.8643,578,"Promoter",8,72460489,72475119,14631,2,"27967","ENSMUST00000079510.5",0,"ENSMUSG00000052488","Cherp","calcium homeostasis endoplasmic reticulum protein"
"chr8",75212638,75213694,1057,"*","epilc_kdm5c_wt_.merged.bam_peak_5231",825,".",11.6052,87.7387,82.5876,357,"Promoter",8,75213944,75224113,10170,1,"75141","ENSMUST00000139848.7",-250,"ENSMUSG00000034472","Rasd2","RASD family, member 2"
"chr8",77517441,77517852,412,"*","epilc_kdm5c_wt_.merged.bam_peak_5232",101,".",4.37955,13.7051,10.1795,211,"Promoter",8,77250919,77517783,266865,2,"78514","ENSMUST00000210519.1",0,"ENSMUSG00000037148","Arhgap10","Rho GTPase activating protein 10"
"chr8",77549287,77549663,377,"*","epilc_kdm5c_wt_.merged.bam_peak_5233",70,".",3.48713,10.3539,7.00122,181,"Promoter",8,77549397,77581338,31942,1,"102182","ENSMUST00000056237.14",0,"ENSMUSG00000037134","Prmt9","protein arginine methyltransferase 9"
"chr8",78436187,78436495,309,"*","epilc_kdm5c_wt_.merged.bam_peak_5234",79,".",4.3235,11.3974,7.98507,123,"Promoter",8,78433010,78436645,3636,2,"18997","ENSMUST00000034115.4",150,"ENSMUSG00000031688","Pou4f2","POU domain, class 4, transcription factor 2"
"chr8",78508441,78509018,578,"*","epilc_kdm5c_wt_.merged.bam_peak_5235",130,".",4.27733,16.6739,13.0224,264,"Promoter",8,78505269,78508898,3630,2,"19656","ENSMUST00000049245.9",0,"ENSMUSG00000037070","Rbmxl1","RNA binding motif protein, X-linked like-1"
"chr8",78820715,78821159,445,"*","epilc_kdm5c_wt_.merged.bam_peak_5236",59,".",3.18525,9.23056,5.93723,266,"Promoter",8,78804865,78821140,16276,2,"78651","ENSMUST00000130325.7",0,"ENSMUSG00000031683","Lsm6","LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated"
"chr8",79294666,79295364,699,"*","epilc_kdm5c_wt_.merged.bam_peak_5237",237,".",4.61197,27.8062,23.7971,410,"Promoter",8,79263598,79294937,31340,2,"109136","ENSMUST00000048718.3",0,"ENSMUSG00000037022","Mmaa","methylmalonic aciduria (cobalamin deficiency) type A"
"chr8",79639452,79640085,634,"*","epilc_kdm5c_wt_.merged.bam_peak_5238",132,".",3.78553,16.9014,13.2417,197,"Promoter",8,79639618,79677724,38107,1,"73945","ENSMUST00000173078.7",0,"ENSMUSG00000036990","Otud4","OTU domain containing 4"
"chr8",79711421,79711793,373,"*","epilc_kdm5c_wt_.merged.bam_peak_5239",109,".",3.51513,14.5044,10.9448,255,"Promoter",8,79683462,79711740,28279,2,"24015","ENSMUST00000080536.7",0,"ENSMUSG00000058355","Abce1","ATP-binding cassette, sub-family E (OABP), member 1"
"chr8",80879748,80880202,455,"*","epilc_kdm5c_wt_.merged.bam_peak_5241",69,".",3.61093,10.307,6.95736,257,"Promoter",8,80764440,80880496,116057,2,"14388","ENSMUST00000034150.9",294,"ENSMUSG00000031714","Gab1","growth factor receptor bound protein 2-associated protein 1"
"chr8",81014289,81014616,328,"*","epilc_kdm5c_wt_.merged.bam_peak_5242",26,".",2.5482,5.65665,2.64061,194,"Promoter",8,80998213,81014913,16701,2,"74841","ENSMUST00000211538.1",297,"ENSMUSG00000038250","Usp38","ubiquitin specific peptidase 38"
"chr8",83165475,83165774,300,"*","epilc_kdm5c_wt_.merged.bam_peak_5243",42,".",3.08178,7.43976,4.26888,204,"Promoter",8,83165860,83272934,107075,1,"71310","ENSMUST00000093393.4",-86,"ENSMUSG00000031709","Tbc1d9","TBC1 domain family, member 9"
"chr8",83331980,83332453,474,"*","epilc_kdm5c_wt_.merged.bam_peak_5245",114,".",4.40254,15.0198,11.4375,237,"Promoter",8,83324222,83332404,8183,2,"244548","ENSMUST00000141565.7",0,"ENSMUSG00000035151","Elmod2","ELMO/CED-12 domain containing 2"
"chr8",83442129,83442599,471,"*","epilc_kdm5c_wt_.merged.bam_peak_5246",202,".",5.51285,24.1182,20.2135,200,"Promoter",8,83430084,83442501,12418,2,"56367","ENSMUST00000212473.1",0,"ENSMUSG00000063253","Scoc","short coiled-coil protein"
"chr8",83608197,83608740,544,"*","epilc_kdm5c_wt_.merged.bam_peak_5247",88,".",3.68817,12.3398,8.87511,269,"Promoter",8,83608553,83612653,4101,1,"81489","ENSMUST00000212300.1",0,"ENSMUSG00000005483","Dnajb1","DnaJ heat shock protein family (Hsp40) member B1"
"chr8",84001236,84001619,384,"*","epilc_kdm5c_wt_.merged.bam_peak_5249",102,".",4.14829,13.8068,10.2777,219,"Promoter",8,84001502,84004770,3269,1,"73453","ENSMUST00000060357.13",0,"ENSMUSG00000046408","1700067K01Rik","RIKEN cDNA 1700067K01 gene"
"chr8",84011055,84011453,399,"*","epilc_kdm5c_wt_.merged.bam_peak_5251",58,".",3.34683,9.16811,5.88335,239,"Promoter",8,84010239,84011411,1173,2,"70134","ENSMUST00000056686.11",0,"ENSMUSG00000074217","Misp3","MISP family member 3"
"chr8",84147358,84148413,1056,"*","epilc_kdm5c_wt_.merged.bam_peak_5253",1093,".",12.6663,114.974,109.371,753,"Promoter",8,84132828,84147865,15038,2,"212139","ENSMUST00000117424.8",0,"ENSMUSG00000036686","Cc2d1a","coiled-coil and C2 domain containing 1A"
"chr8",84256929,84257387,459,"*","epilc_kdm5c_wt_.merged.bam_peak_5254",115,".",3.86628,15.1781,11.5877,190,"Promoter",8,84249906,84257324,7419,2,"67873","ENSMUST00000126435.7",0,"ENSMUSG00000004996","Mri1","methylthioribose-1-phosphate isomerase 1"
"chr8",84601698,84602020,323,"*","epilc_kdm5c_wt_.merged.bam_peak_5255",53,".",3.18823,8.61497,5.36206,168,"Promoter",8,84601973,84617897,15925,1,"12286","ENSMUST00000153691.1",0,"ENSMUSG00000034656","Cacna1a","calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"
"chr8",84872092,84873090,999,"*","epilc_kdm5c_wt_.merged.bam_peak_5256",361,".",7.00754,40.4799,36.1813,450,"Promoter",8,84872111,84887446,15336,1,"71846","ENSMUST00000170296.1",0,"ENSMUSG00000003824","Syce2","synaptonemal complex central element protein 2"
"chr8",84912493,84913321,829,"*","epilc_kdm5c_wt_.merged.bam_peak_5258",173,".",4.06904,21.195,17.3831,536,"Promoter",8,84913391,84922915,9525,1,"100503676","ENSMUST00000148573.1",-70,"ENSMUSG00000003812","Gm38426","predicted gene, 38426"
"chr8",85071428,85072043,616,"*","epilc_kdm5c_wt_.merged.bam_peak_5261",120,".",3.55681,15.683,12.074,344,"Promoter",8,85071757,85075162,3406,1,"330817","ENSMUST00000078665.12",0,"ENSMUSG00000060038","Dhps","deoxyhypusine synthase"
"chr8",85555348,85555868,521,"*","epilc_kdm5c_wt_.merged.bam_peak_5262",70,".",3.31478,10.3804,7.02063,261,"Promoter",8,85537633,85555344,17712,2,"56445","ENSMUST00000034138.6",-4,"ENSMUSG00000031701","Dnaja2","DnaJ heat shock protein family (Hsp40) member A2"
"chr8",85700234,85701312,1079,"*","epilc_kdm5c_wt_.merged.bam_peak_5263",450,".",9.0592,49.5669,45.0899,788,"Promoter",8,85700905,85701021,117,1,"102465898","ENSMUST00000184375.1",0,"ENSMUSG00000098388","Mir8109","microRNA 8109"
"chr8",86624018,86624541,524,"*","epilc_kdm5c_wt_.merged.bam_peak_5264",83,".",4.05684,11.7749,8.338,202,"Promoter",8,86624043,86716631,92589,1,"66887","ENSMUST00000034141.15",0,"ENSMUSG00000047866","Lonp2","lon peptidase 2, peroxisomal"
"chr8",86884574,86884864,291,"*","epilc_kdm5c_wt_.merged.bam_peak_5265",37,".",3.01973,6.85303,3.72774,220,"Promoter",8,86841139,86885258,44120,2,"80750","ENSMUST00000034074.7",394,"ENSMUSG00000031652","N4bp1","NEDD4 binding protein 1"
"chr8",87472833,87473512,680,"*","epilc_kdm5c_wt_.merged.bam_peak_5267",117,".",4.69789,15.3889,11.7907,213,"Promoter",8,87472844,87525552,52709,1,"100040294","ENSMUST00000180806.8",0,"ENSMUSG00000097248","Gm2694","predicted gene 2694"
"chr8",88137828,88138327,500,"*","epilc_kdm5c_wt_.merged.bam_peak_5269",219,".",4.93779,25.9304,21.9733,267,"Promoter",8,88138206,88138274,69,1,"102465649","ENSMUST00000184847.1",0,"ENSMUSG00000099080","Mir7071","microRNA 7071"
"chr8",88198751,88199285,535,"*","epilc_kdm5c_wt_.merged.bam_peak_5270",70,".",3.31478,10.3804,7.02063,222,"Promoter",8,88199213,88259716,60504,1,"214627","ENSMUST00000066748.9",0,"ENSMUSG00000036779","Tent4b","terminal nucleotidyltransferase 4B"
"chr8",88272199,88272892,694,"*","epilc_kdm5c_wt_.merged.bam_peak_5271",230,".",5.55143,26.9986,23.0119,450,"Promoter",8,88272403,88329039,56637,1,"11513","ENSMUST00000169037.8",0,"ENSMUSG00000031659","Adcy7","adenylate cyclase 7"
"chr8",88697084,88697449,366,"*","epilc_kdm5c_wt_.merged.bam_peak_5274",50,".",3.10066,8.30382,5.07224,163,"Promoter",8,88697075,88748455,51381,1,"74256","ENSMUST00000209559.1",9,"ENSMUSG00000036712","Cyld","CYLD lysine 63 deubiquitinase"
"chr8",90908843,90909253,411,"*","epilc_kdm5c_wt_.merged.bam_peak_5278",82,".",3.94888,11.7024,8.2691,173,"Promoter",8,90908614,90976950,68337,1,"109151","ENSMUST00000211403.1",229,"ENSMUSG00000056608","Chd9","chromodomain helicase DNA binding protein 9"
"chr8",92855402,92855677,276,"*","epilc_kdm5c_wt_.merged.bam_peak_5280",61,".",3.49241,9.4282,6.1232,197,"Promoter",8,92855480,92870058,14579,1,"270084","ENSMUST00000130471.1",0,"ENSMUSG00000033192","Lpcat2","lysophosphatidylcholine acyltransferase 2"
"chr8",92960542,92960849,308,"*","epilc_kdm5c_wt_.merged.bam_peak_5281",38,".",2.88934,6.99342,3.85617,233,"Promoter",8,92960933,93001667,40735,1,"20538","ENSMUST00000072939.7",-84,"ENSMUSG00000055368","Slc6a2","solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2"
"chr8",93810564,93810866,303,"*","epilc_kdm5c_wt_.merged.bam_peak_5282",122,".",5.32732,15.8829,12.263,115,"Promoter",8,93810636,93811770,1135,1,"14681","ENSMUST00000125695.2",0,"ENSMUSG00000031748","Gnao1","guanine nucleotide binding protein, alpha O"
"chr8",94172066,94172914,849,"*","epilc_kdm5c_wt_.merged.bam_peak_5284",121,".",4.51261,15.7274,12.1147,371,"Promoter",8,94172664,94173568,905,1,"17750","ENSMUST00000034214.7",0,"ENSMUSG00000031762","Mt2","metallothionein 2"
"chr8",94179113,94179395,283,"*","epilc_kdm5c_wt_.merged.bam_peak_5285",48,".",3.13765,8.02712,4.8135,52,"Promoter",8,94179211,94180327,1117,1,"17748","ENSMUST00000212291.1",0,"ENSMUSG00000031765","Mt1","metallothionein 1"
"chr8",94214368,94214932,565,"*","epilc_kdm5c_wt_.merged.bam_peak_5288",306,".",6.28064,34.8467,30.6718,295,"Promoter",8,94214564,94314860,100297,1,"71805","ENSMUST00000079961.13",0,"ENSMUSG00000032939","Nup93","nucleoporin 93"
"chr8",94601293,94602304,1012,"*","epilc_kdm5c_wt_.merged.bam_peak_5289",196,".",4.94161,23.5052,19.6192,445,"Promoter",8,94574138,94601997,27860,2,"102122","ENSMUST00000034226.7",0,"ENSMUSG00000031774","Psme3ip1","proteasome activator subunit 3 interacting protein 1"
"chr8",94666704,94667122,419,"*","epilc_kdm5c_wt_.merged.bam_peak_5290",157,".",4.64136,19.4625,15.7086,198,"Promoter",8,94666723,94673289,6567,1,"107566","ENSMUST00000109527.5",0,"ENSMUSG00000031776","Arl2bp","ADP-ribosylation factor-like 2 binding protein"
"chr8",94695805,94696323,519,"*","epilc_kdm5c_wt_.merged.bam_peak_5291",219,".",5.66722,25.9176,21.9611,258,"Promoter",8,94674894,94696278,21385,2,"67801","ENSMUST00000034227.5",0,"ENSMUSG00000031775","Pllp","plasma membrane proteolipid"
"chr8",94917893,94918213,321,"*","epilc_kdm5c_wt_.merged.bam_peak_5293",51,".",3.31614,8.40032,5.16519,110,"Promoter",8,94902869,94918098,15230,2,"234582","ENSMUST00000077955.5",0,"ENSMUSG00000063605","Ccdc102a","coiled-coil domain containing 102A"
"chr8",95352255,95353078,824,"*","epilc_kdm5c_wt_.merged.bam_peak_5296",75,".",3.51961,10.9491,7.56212,370,"Promoter",8,95352268,95375080,22813,1,"17388","ENSMUST00000034243.6",0,"ENSMUSG00000031790","Mmp15","matrix metallopeptidase 15"
"chr8",95633313,95633788,476,"*","epilc_kdm5c_wt_.merged.bam_peak_5299",81,".",3.68639,11.5738,8.14917,257,"Promoter",8,95633453,95645060,11608,1,"78833","ENSMUST00000034094.10",0,"ENSMUSG00000031669","Gins3","GINS complex subunit 3 (Psf3 homolog)"
"chr8",95677910,95678504,595,"*","epilc_kdm5c_wt_.merged.bam_peak_5300",58,".",3.48431,9.1661,5.88294,331,"Promoter",8,95678085,95714956,36872,1,"234593","ENSMUST00000041318.13",0,"ENSMUSG00000036564","Ndrg4","N-myc downstream regulated gene 4"
"chr8",95715841,95716174,334,"*","epilc_kdm5c_wt_.merged.bam_peak_5301",52,".",3.14061,8.44627,5.20879,166,"Promoter",8,95715881,95719010,3130,1,"66083","ENSMUST00000034096.5",0,"ENSMUSG00000031671","Setd6","SET domain containing 6"
"chr8",95887700,95888408,709,"*","epilc_kdm5c_wt_.merged.bam_peak_5302",146,".",4.38404,18.35,14.6359,270,"Promoter",8,95864134,95888547,24414,2,"14719","ENSMUST00000034097.7",139,"ENSMUSG00000031672","Got2","glutamatic-oxaloacetic transaminase 2, mitochondrial"
"chr8",104509417,104510096,680,"*","epilc_kdm5c_wt_.merged.bam_peak_5303",276,".",6.37646,31.778,27.6717,405,"Promoter",8,104446719,104509887,63169,2,"320022","ENSMUST00000064576.7",0,"ENSMUSG00000052616","Terb1","telomere repeat binding bouquet formation protein 1"
"chr8",104641501,104641958,458,"*","epilc_kdm5c_wt_.merged.bam_peak_5304",44,".",2.91222,7.62014,4.43596,245,"Promoter",8,104639841,104641699,1859,2,"68523","ENSMUST00000163140.1",0,"ENSMUSG00000031879","Ciao2b","cytosolic iron-sulfur assembly component 2B"
"chr8",105253715,105254816,1102,"*","epilc_kdm5c_wt_.merged.bam_peak_5305",121,".",3.94682,15.8134,12.1974,730,"Promoter",8,105252639,105255151,2513,2,"97440","ENSMUST00000093217.8",335,"ENSMUSG00000069920","B3gnt9","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9"
"chr8",105259548,105260045,498,"*","epilc_kdm5c_wt_.merged.bam_peak_5306",67,".",2.97434,10.1125,6.76892,260,"Promoter",8,105259190,105260120,931,2,"71609","ENSMUST00000136239.1",75,"ENSMUSG00000031887","Tradd","TNFRSF1A-associated via death domain"
"chr8",105289730,105290664,935,"*","epilc_kdm5c_wt_.merged.bam_peak_5310",333,".",6.06002,37.5916,33.3571,470,"Promoter",8,105280409,105289864,9456,2,"74356","ENSMUST00000014981.7",0,"ENSMUSG00000014837","4931428F04Rik","RIKEN cDNA 4931428F04 gene"
"chr8",105374631,105375233,603,"*","epilc_kdm5c_wt_.merged.bam_peak_5311",738,".",10.0507,78.8559,73.8716,303,"Promoter",8,105374904,105382859,7956,1,"102075","ENSMUST00000159286.7",0,"ENSMUSG00000014782","Plekhg4","pleckstrin homology domain containing, family G (with RhoGef domain) member 4"
"chr8",105496602,105496965,364,"*","epilc_kdm5c_wt_.merged.bam_peak_5312",98,".",3.87416,13.3332,9.82539,206,"Promoter",8,105472423,105496870,24448,2,"70796","ENSMUST00000212303.1",0,"ENSMUSG00000039199","Zdhhc1","zinc finger, DHHC domain containing 1"
"chr8",105566039,105566922,884,"*","epilc_kdm5c_wt_.merged.bam_peak_5313",131,".",4.37573,16.7725,13.1187,262,"Promoter",8,105524465,105566047,41583,2,"11972","ENSMUST00000013304.7",0,"ENSMUSG00000013160","Atp6v0d1","ATPase, H+ transporting, lysosomal V0 subunit D1"
"chr8",106136569,106136972,404,"*","epilc_kdm5c_wt_.merged.bam_peak_5314",61,".",3.36897,9.46962,6.16336,259,"Promoter",8,106132225,106136813,4589,2,"77411","ENSMUST00000146940.1",0,"ENSMUSG00000084128","Esrp2","epithelial splicing regulatory protein 2"
"chr8",106168740,106169286,547,"*","epilc_kdm5c_wt_.merged.bam_peak_5315",242,".",5.67158,28.3187,24.2959,244,"Promoter",8,106168857,106198706,29850,1,"330836","ENSMUST00000034378.4",0,"ENSMUSG00000031904","Slc7a6","solute carrier family 7 (cationic amino acid transporter, y+ system), member 6"
"chr8",106210681,106210963,283,"*","epilc_kdm5c_wt_.merged.bam_peak_5316",44,".",2.91525,7.63128,4.44659,166,"Promoter",8,106210936,106252794,41859,1,"214572","ENSMUST00000071592.11",0,"ENSMUSG00000060098","Prmt7","protein arginine N-methyltransferase 7"
"chr8",106337568,106337981,414,"*","epilc_kdm5c_wt_.merged.bam_peak_5317",109,".",3.78573,14.5516,10.9888,231,"Promoter",8,106252548,106337988,85441,2,"58994","ENSMUST00000067512.7",7,"ENSMUSG00000031906","Smpd3","sphingomyelin phosphodiesterase 3, neutral"
"chr8",106510556,106511209,654,"*","epilc_kdm5c_wt_.merged.bam_peak_5318",87,".",3.32324,12.1834,8.72796,244,"Promoter",8,106510891,106557297,46407,1,"12560","ENSMUST00000080797.7",0,"ENSMUSG00000061048","Cdh3","cadherin 3"
"chr8",106602785,106603143,359,"*","epilc_kdm5c_wt_.merged.bam_peak_5320",107,".",4.19606,14.2732,10.7217,198,"Promoter",8,106603351,106670246,66896,1,"12550","ENSMUST00000000312.11",-208,"ENSMUSG00000000303","Cdh1","cadherin 1"
"chr8",107048253,107048703,451,"*","epilc_kdm5c_wt_.merged.bam_peak_5321",236,".",5.69338,27.6187,23.6137,207,"Promoter",8,107046520,107048614,2095,2,"68023","ENSMUST00000055316.9",0,"ENSMUSG00000078931","Pdf","peptide deformylase (mitochondrial)"
"chr8",107056761,107057283,523,"*","epilc_kdm5c_wt_.merged.bam_peak_5322",135,".",4.27433,17.2623,13.5894,209,"Promoter",8,107056877,107060931,4055,1,"66164","ENSMUST00000034392.12",0,"ENSMUSG00000031917","Nip7","NIP7, nucleolar pre-rRNA processing protein"
"chr8",107150053,107151081,1029,"*","epilc_kdm5c_wt_.merged.bam_peak_5323",393,".",9.17669,43.6954,39.3314,477,"Promoter",8,107150640,107187471,36832,1,"66427","ENSMUST00000034400.4",0,"ENSMUSG00000031924","Cyb5b","cytochrome b5 type B"
"chr8",107424647,107425134,488,"*","epilc_kdm5c_wt_.merged.bam_peak_5324",241,".",5.71667,28.1195,24.1015,298,"Promoter",8,107412486,107425041,12556,2,"67619","ENSMUST00000169311.7",0,"ENSMUSG00000003848","Nob1","NIN1/RPN12 binding protein 1 homolog"
"chr8",109705531,109705872,342,"*","epilc_kdm5c_wt_.merged.bam_peak_5326",123,".",4.18632,15.9989,12.3748,215,"Promoter",8,109705546,109724932,19387,1,"75871","ENSMUST00000212964.1",0,"ENSMUSG00000031728","Zfp821","zinc finger protein 821"
"chr8",109961765,109962351,587,"*","epilc_kdm5c_wt_.merged.bam_peak_5327",115,".",3.86628,15.1781,11.5877,353,"Promoter",8,109947914,109962168,14255,2,"73608","ENSMUST00000001722.13",0,"ENSMUSG00000001672","Marveld3","MARVEL (membrane-associating) domain containing 3"
"chr8",110079664,110080332,669,"*","epilc_kdm5c_wt_.merged.bam_peak_5328",271,".",6.34661,31.2158,27.1231,249,"Promoter",8,110079762,110092741,12980,1,"234725","ENSMUST00000212754.1",0,"ENSMUSG00000044676","Zfp612","zinc finger protein 612"
"chr8",110101523,110102194,672,"*","epilc_kdm5c_wt_.merged.bam_peak_5329",196,".",6.5598,23.5609,19.673,444,"Promoter",8,110101207,110111961,10755,1,"102638837","ENSMUST00000213641.1",316,"ENSMUSG00000095941","Tle7","TLE family member 7"
"chr8",110217694,110218319,626,"*","epilc_kdm5c_wt_.merged.bam_peak_5330",501,".",10.315,54.7576,50.1931,386,"Promoter",8,110217989,110224486,6498,1,"234728","ENSMUST00000056972.5",0,"ENSMUSG00000046441","Cmtr2","cap methyltransferase 2"
"chr8",110618558,110618965,408,"*","epilc_kdm5c_wt_.merged.bam_peak_5331",58,".",2.8162,9.17121,5.88622,289,"Promoter",8,110618585,110720396,101812,1,"234729","ENSMUST00000213003.1",0,"ENSMUSG00000010936","Vac14","Vac14 homolog (S. cerevisiae)"
"chr8",111056315,111057052,738,"*","epilc_kdm5c_wt_.merged.bam_peak_5333",185,".",4.925,22.384,18.5335,528,"Promoter",8,111056339,111057664,1326,1,"72544","ENSMUST00000210390.1",0,"ENSMUSG00000109941","Exosc6","exosome component 6"
"chr8",111337886,111338162,277,"*","epilc_kdm5c_wt_.merged.bam_peak_5334",48,".",3.04398,8.10024,4.88051,121,"Promoter",8,111311797,111338177,26381,2,"74568","ENSMUST00000056157.13",15,"ENSMUSG00000012519","Mlkl","mixed lineage kinase domain-like"
"chr8",111643422,111643942,521,"*","epilc_kdm5c_wt_.merged.bam_peak_5335",243,".",5.97793,28.4142,24.3881,224,"Promoter",8,111643480,111670703,27224,1,"22640","ENSMUST00000212206.1",0,"ENSMUSG00000055835","Zfp1","zinc finger protein 1"
"chr8",111853851,111854343,493,"*","epilc_kdm5c_wt_.merged.bam_peak_5336",207,".",4.51902,24.6788,20.7559,246,"Promoter",8,111768491,111854291,85801,2,"23837","ENSMUST00000034432.6",0,"ENSMUSG00000031954","Cfdp1","craniofacial development protein 1"
"chr8",111933422,111933732,311,"*","epilc_kdm5c_wt_.merged.bam_peak_5338",48,".",2.72393,8.06743,4.85042,95,"Promoter",8,111912073,111933799,21727,2,"234740","ENSMUST00000211866.1",67,"ENSMUSG00000031951","Tmem231","transmembrane protein 231"
"chr8",112011515,112011819,305,"*","epilc_kdm5c_wt_.merged.bam_peak_5339",47,".",2.76816,7.92795,4.72644,152,"Promoter",8,112011398,112020528,9131,1,"57321","ENSMUST00000052138.10",117,"ENSMUSG00000033430","Terf2ip","telomeric repeat binding factor 2, interacting protein"
"chr8",113848225,113848766,542,"*","epilc_kdm5c_wt_.merged.bam_peak_5340",58,".",3.48431,9.1661,5.88294,271,"Promoter",8,113697126,113848615,151490,2,"208936","ENSMUST00000093113.4",0,"ENSMUSG00000053399","Adamts18","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18"
"chr8",114439680,114439968,289,"*","epilc_kdm5c_wt_.merged.bam_peak_5341",70,".",3.42448,10.3553,7.00122,157,"Promoter",8,114439695,114718679,278985,1,"80707","ENSMUST00000160862.7",0,"ENSMUSG00000004637","Wwox","WW domain-containing oxidoreductase"
