"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr2",130389376,130389931,556,"*","Promoter",2,130389493,130391130,1638,1,"99045","uc008mjf.1",0,"ENSMUSG00000037740","Mrps26","mitochondrial ribosomal protein S26"
"chr2",130866535,130867051,517,"*","Promoter",2,130865912,130867494,1583,2,"14588","uc008mkd.1",443,"ENSMUSG00000027316","Gfra4","glial cell line derived neurotrophic factor family receptor alpha 4"
"chr2",131004334,131005564,1231,"*","Promoter",2,131003025,131005748,2724,2,"12616","uc008mkx.1",184,"ENSMUSG00000068267","Cenpb","centromere protein B"
"chr2",132073316,132073768,453,"*","Promoter",2,132065228,132073524,8297,2,"70612","uc008mmk.2",0,"ENSMUSG00000027341","Tmem230","transmembrane protein 230"
"chr2",134469198,134469916,719,"*","Promoter",2,134420242,134469857,49616,2,"52837","uc008mnt.1",0,"ENSMUSG00000034723","Tmx4","thioredoxin-related transmembrane protein 4"
"chr2",136357854,136358225,372,"*","Promoter",2,136358057,136381624,23568,1,"319196","uc008mom.1",0,"ENSMUSG00000074771","Ankef1","ankyrin repeat and EF-hand domain containing 1"
"chr2",144096301,144096930,630,"*","Promoter",2,144075859,144096308,20450,2,"69178","uc008mqq.2",0,"ENSMUSG00000027423","Snx5","sorting nexin 5"
"chr2",144425719,144426399,681,"*","Promoter",2,144425689,144594483,168795,1,"66044","uc008mro.2",30,"ENSMUSG00000027430","Dtd1","D-tyrosyl-tRNA deacylase 1"
"chr2",148221314,148221875,562,"*","Promoter",2,148221113,148222500,1388,1,"20608","uc008mtc.1",201,"ENSMUSG00000037014","Sstr4","somatostatin receptor 4"
"chr2",150574733,150575370,638,"*","Promoter",2,150574817,150589087,14271,1,"12497","uc008muj.2",0,"ENSMUSG00000033068","Entpd6","ectonucleoside triphosphate diphosphohydrolase 6"
"chr2",151805958,151806307,350,"*","Promoter",2,151795134,151805955,10822,2,"73847","uc008net.1",-3,"ENSMUSG00000027459","Fam110a","family with sequence similarity 110, member A"
"chr2",151931072,151931928,857,"*","Promoter",2,151931466,151937089,5624,1,"76650","uc008new.1",0,"ENSMUSG00000032802","Srxn1","sulfiredoxin 1 homolog (S. cerevisiae)"
"chr2",152840798,152841163,366,"*","Promoter",2,152834626,152841119,6494,2,"68559","uc008ngz.1",0,"ENSMUSG00000027472","Pdrg1","p53 and DNA damage regulated 1"
"chr2",154899641,154900202,562,"*","Promoter",2,154885048,154900233,15186,2,"269378","uc008nka.2",31,"ENSMUSG00000027597","Ahcy","S-adenosylhomocysteine hydrolase"
"chr2",155969808,155970414,607,"*","Promoter",2,155949373,155969922,20550,2,"18041","uc008nmj.2",0,"ENSMUSG00000027618","Nfs1","nitrogen fixation gene 1 (S. cerevisiae)"
"chr2",156817382,156817765,384,"*","Promoter",2,156753078,156817847,64770,2,"29812","uc008nof.2",82,"ENSMUSG00000027634","Ndrg3","N-myc downstream regulated gene 3"
"chr2",165113543,165114816,1274,"*","Promoter",2,165102056,165113327,11272,2,"228875","uc008nxh.1",-216,"ENSMUSG00000017664","Slc35c2","solute carrier family 35, member C2"
"chr2",165709973,165710663,691,"*","Promoter",2,165609654,165710188,100535,2,"228880","uc008nyc.1",0,"ENSMUSG00000039671","Zmynd8","zinc finger, MYND-type containing 8"
"chr2",166619211,166619611,401,"*","Promoter",2,166619267,166624992,5726,1,"76367","uc008nyq.1",0,"ENSMUSG00000042854","Trp53rkb","transformation related protein 53 regulating kinase B"
"chr2",167015670,167016284,615,"*","Promoter",2,166928883,167015604,86722,2,"16500","uc008nzi.1",-66,"ENSMUSG00000050556","Kcnb1","potassium voltage gated channel, Shab-related subfamily, member 1"
"chr2",168032700,168033237,538,"*","Promoter",2,168006465,168032562,26098,2,"11538","uc008oaq.1",-138,"ENSMUSG00000051149","Adnp","activity-dependent neuroprotective protein"
"chr2",168056525,168057217,693,"*","Promoter",2,168056122,168057803,1682,1,"69372","uc012cjs.1",403,"ENSMUSG00000074576","Mocs3","molybdenum cofactor synthesis 3"
"chr2",168780334,168781147,814,"*","Promoter",2,168719012,168781087,62076,2,"22722","uc008obj.1",0,"ENSMUSG00000027551","Zfp64","zinc finger protein 64"
"chr2",174289126,174289586,461,"*","Promoter",2,174286576,174289602,3027,2,"67126","uc008off.1",16,"ENSMUSG00000016252","Atp5e","ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit"
"chr2",178148012,178149133,1122,"*","Promoter",2,178145912,178149177,3266,2,"228966","uc008ohp.1",44,"ENSMUSG00000049999","Ppp1r3d","protein phosphatase 1, regulatory subunit 3D"
"chr2",180008286,180008640,355,"*","Promoter",2,179997783,180008170,10388,2,"252966","uc008oiu.1",-116,"ENSMUSG00000038990","Cables2","CDK5 and Abl enzyme substrate 2"
"chr2",180627224,180628447,1224,"*","Promoter",2,180628745,180628812,68,1,"723951","uc012cmf.1",-298,"ENSMUSG00000065454","Mir124a-3","microRNA 124a-3"
"chr2",180891460,180891776,317,"*","Promoter",2,180882397,180891720,9324,2,"13628","uc008olh.1",0,"ENSMUSG00000016349","Eef1a2","eukaryotic translation elongation factor 1 alpha 2"
"chr2",180922034,180922706,673,"*","Promoter",2,180922048,180923209,1162,1,"66496","uc008oli.1",0,"ENSMUSG00000016344","Ppdpf","pancreatic progenitor cell differentiation and proliferation factor"
"chr2",181414913,181415715,803,"*","Promoter",2,181415015,181420951,5937,1,"21400","uc012cmu.1",0,"ENSMUSG00000059540","Tcea2","transcription elongation factor A (SII), 2"
"chr3",19934933,19935392,460,"*","Promoter",3,19895945,19935310,39366,2,"12807","uc008osf.2",0,"ENSMUSG00000027615","Hps3","HPS3, biogenesis of lysosomal organelles complex 2 subunit 1"
"chr3",28679779,28680181,403,"*","Promoter",3,28680233,28697768,17536,1,"208691","uc008oud.1",-52,"ENSMUSG00000050192","Eif5a2","eukaryotic translation initiation factor 5A2"
"chr3",31208115,31209169,1055,"*","Promoter",3,31101778,31209241,107464,2,"241919","uc008ovx.2",72,"ENSMUSG00000069072","Slc7a14","solute carrier family 7 (cationic amino acid transporter, y+ system), member 14"
"chr3",40697740,40698619,880,"*","Promoter",3,40698199,40720989,22791,1,"269423","uc008pbt.1",0,"ENSMUSG00000037818","Abhd18","abhydrolase domain containing 18"
"chr3",40887322,40887753,432,"*","Promoter",3,40870248,40886968,16721,2,"70804","uc008pce.2",-354,"ENSMUSG00000049940","Pgrmc2","progesterone receptor membrane component 2"
"chr3",53267525,53267819,295,"*","Promoter",3,53267739,53278101,10363,1,"212127","uc008peu.1",0,"ENSMUSG00000049504","Proser1","proline and serine rich 1"
"chr3",55987674,55988051,378,"*","Promoter",3,55429120,55987623,558504,2,"26422","uc008pgu.2",-51,"ENSMUSG00000027799","Nbea","neurobeachin"
"chr3",57539283,57539798,516,"*","Promoter",3,57539988,57552026,12039,1,"24017","uc008phg.1",-190,"ENSMUSG00000036503","Rnf13","ring finger protein 13"
"chr3",63655170,63655512,343,"*","Promoter",3,63500156,63654913,154758,2,"269437","uc008pjy.2",-257,"ENSMUSG00000036834","Plch1","phospholipase C, eta 1"
"chr3",66789519,66789921,403,"*","Promoter",3,66789594,66889149,99556,1,"66880","uc008plf.1",0,"ENSMUSG00000034544","Rsrc1","arginine/serine-rich coiled-coil 1"
"chr3",75759856,75761203,1348,"*","Promoter",3,75680306,75760753,80448,2,"73124","uc008pnf.1",0,"ENSMUSG00000034109","Golim4","golgi integral membrane protein 4"
"chr3",82680187,82680623,437,"*","Promoter",3,82641155,82680405,39251,2,"633285","uc012cqu.1",0,"ENSMUSG00000033882","Rbm46","RNA binding motif protein 46"
"chr3",83843342,83843661,320,"*","Promoter",3,83702209,83844083,141875,2,"229473","uc008ppp.1",422,"ENSMUSG00000033767","Tmem131l","transmembrane 131 like"
"chr3",83959329,83959718,390,"*","Promoter",3,83891856,83959708,67853,2,"76915","uc008ppv.2",0,"ENSMUSG00000033752","Mnd1","meiotic nuclear divisions 1"
"chr3",85377896,85378212,317,"*","Promoter",3,85378051,85456755,78705,1,"229487","uc008pqr.1",0,"ENSMUSG00000028085","Gatb","glutamyl-tRNA(Gln) amidotransferase, subunit B"
"chr3",88213745,88214182,438,"*","Promoter",3,88198065,88214238,16174,2,"67037","uc008pva.1",56,"ENSMUSG00000028066","Pmf1","polyamine-modulated factor 1"
"chr3",89153954,89154417,464,"*","Promoter",3,89150450,89153932,3483,2,"11490","uc008pyx.1",-22,"ENSMUSG00000028041","Adam15","a disintegrin and metallopeptidase domain 15 (metargidin)"
"chr3",95975850,95976331,482,"*","Promoter",3,95976473,95981487,5015,1,"107701","uc008qme.1",-142,"ENSMUSG00000068856","Sf3b4","splicing factor 3b, subunit 4"
"chr3",97571087,97571477,391,"*","Promoter",3,97542767,97571937,29171,2,"83679","uc008qpg.1",460,"ENSMUSG00000038170","Pde4dip","phosphodiesterase 4D interacting protein (myomegalin)"
"chr3",102799550,102799860,311,"*","Promoter",3,102799663,102807837,8175,1,"66641","uc008qsf.1",0,"ENSMUSG00000027854","Sike1","suppressor of IKBKE 1"
"chr3",103771892,103772548,657,"*","Promoter",3,103768459,103772239,3781,2,"100125931","uc008qty.2",0,"ENSMUSG00000089998","Phtf1os","putative homeodomain transcription factor 1, opposite strand"
"chr3",107320015,107321245,1231,"*","Promoter",3,107270466,107320936,50471,2,"229706","uc008qxb.1",0,"ENSMUSG00000027894","Slc6a17","solute carrier family 6 (neurotransmitter transporter), member 17"
"chr3",107698489,107699008,520,"*","Promoter",3,107698772,107701603,2832,1,"14866","uc008qxs.1",0,"ENSMUSG00000004032","Gstm5","glutathione S-transferase, mu 5"
"chr3",107948608,107949469,862,"*","Promoter",3,107910217,107949032,38816,2,"14679","uc008qyd.1",0,"ENSMUSG00000000001","Gnai3","guanine nucleotide binding protein (G protein), alpha inhibiting 3"
"chr3",108365317,108365938,622,"*","Promoter",3,108359343,108365384,6042,2,"67495","uc008qzg.2",0,"ENSMUSG00000068732","Tmem167b","transmembrane protein 167B"
"chr3",108742883,108743230,348,"*","Promoter",3,108743002,108763694,20693,1,"66715","uc008qzz.1",0,"ENSMUSG00000045662","Henmt1","HEN1 methyltransferase homolog 1 (Arabidopsis)"
"chr3",117062637,117063506,870,"*","Promoter",3,117022063,117063794,41732,2,"229791","uc008rcz.1",288,"ENSMUSG00000044667","Plppr4","phospholipid phosphatase related 4"
"chr3",123149889,123150465,577,"*","Promoter",3,123149831,123209520,59690,1,"19142","uc008rfl.2",58,"ENSMUSG00000027978","Prss12","protease, serine 12 neurotrypsin (motopsin)"
"chr3",124023719,124024548,830,"*","Promoter",3,124023955,124026178,2224,1,"229801","uc008rfr.1",0,"ENSMUSG00000044528","Tram1l1","translocation associated membrane protein 1-like 1"
"chr3",132612749,132613058,310,"*","Promoter",3,132545659,132613255,67597,2,"114249","uc008rkc.1",197,"ENSMUSG00000040998","Npnt","nephronectin"
"chr3",138738368,138738841,474,"*","Promoter",3,138712125,138738163,26039,2,"229877","uc008rnx.1",-205,"ENSMUSG00000028149","Rap1gds1","RAP1, GTP-GDP dissociation stimulator 1"
"chr3",138868239,138869043,805,"*","Promoter",3,138868857,139373263,504407,1,"381476","uc008rny.1",0,"ENSMUSG00000047940","Stpg2","sperm tail PG rich repeat containing 2"
"chr3",145421686,145422454,769,"*","Promoter",3,145421656,145557241,135586,1,"69219","uc008rqr.2",30,"ENSMUSG00000028194","Ddah1","dimethylarginine dimethylaminohydrolase 1"
"chr3",146476040,146476481,442,"*","Promoter",3,146392543,146475910,83368,2,"18749","uc008rrv.2",-130,"ENSMUSG00000005034","Prkacb","protein kinase, cAMP dependent, catalytic, beta"
"chr3",152330578,152330985,408,"*","Promoter",3,152125779,152331104,205326,2,"229949","uc008rtq.1",119,"ENSMUSG00000039058","Ak5","adenylate kinase 5"
"chr3",153575539,153575959,421,"*","Promoter",3,153570253,153575930,5678,2,"19352","uc008ruf.2",0,"ENSMUSG00000038975","Rabggtb","Rab geranylgeranyl transferase, b subunit"
"chr3",157229890,157230720,831,"*","Promoter",3,157229856,157307722,77867,1,"19218","uc008rvi.1",34,"ENSMUSG00000040016","Ptger3","prostaglandin E receptor 3 (subtype EP3)"
"chr4",3762199,3763120,922,"*","Promoter",4,3761620,3762747,1128,2,"67427","uc008rwn.1",0,"ENSMUSG00000028234","Rps20","ribosomal protein S20"
"chr4",9196493,9196881,389,"*","Promoter",4,9196464,9378838,182375,1,"74438","uc008rye.2",29,"ENSMUSG00000041216","Clvs1","clavesin 1"
"chr4",9595949,9596259,311,"*","Promoter",4,9376232,9596309,220078,2,"65973","uc008ryf.2",50,"ENSMUSG00000028207","Asph","aspartate-beta-hydroxylase"
"chr4",11412688,11413077,390,"*","Promoter",4,11413105,11454768,41664,1,"66185","uc008rzo.1",-28,"ENSMUSG00000040720","Virma","vir like m6A methyltransferase associated"
"chr4",12067335,12067815,481,"*","Promoter",4,12067414,12073892,6479,1,"72397","uc008san.2",0,"ENSMUSG00000046667","Rbm12b1","RNA binding motif protein 12 B1"
"chr4",22284722,22285201,480,"*","Promoter",4,22284712,22361193,76482,1,"269514","uc012day.1",10,"ENSMUSG00000040410","Fbxl4","F-box and leucine-rich repeat protein 4"
"chr4",40668954,40669448,495,"*","Promoter",4,40669501,40684184,14684,1,"15502","uc008sht.2",-53,"ENSMUSG00000028410","Dnaja1","DnaJ heat shock protein family (Hsp40) member A1"
"chr4",41687509,41688167,659,"*","Promoter",4,41685369,41688186,2818,2,"18391","uc008sjk.1",19,"ENSMUSG00000036078","Sigmar1","sigma non-opioid intracellular receptor 1"
"chr4",41702023,41703068,1046,"*","Promoter",4,41702126,41705553,3428,1,"14430","uc008sjn.1",0,"ENSMUSG00000036073","Galt","galactose-1-phosphate uridyl transferase"
"chr4",45333183,45333514,332,"*","Promoter",4,45329502,45333475,3974,2,"66362","uc008ssk.1",0,"ENSMUSG00000028322","Exosc3","exosome component 3"
"chr4",48137640,48138258,619,"*","Promoter",4,48137791,48198783,60993,1,"67727","uc012ddx.1",0,"ENSMUSG00000061455","Stx17","syntaxin 17"
"chr4",56959549,56960248,700,"*","Promoter",4,56888885,56960301,71417,2,"242474","uc008sxw.2",53,"ENSMUSG00000055296","Tmem245","transmembrane protein 245"
"chr4",57968776,57969264,489,"*","Promoter",4,57956245,57969283,13039,2,"22166","uc008syp.1",19,"ENSMUSG00000028367","Txn1","thioredoxin 1"
"chr4",62131721,62132110,390,"*","Promoter",4,62114768,62131906,17139,2,"71354","uc008tet.1",0,"ENSMUSG00000028391","Wdr31","WD repeat domain 31"
"chr4",62180627,62181362,736,"*","Promoter",4,62170204,62180928,10725,2,"17025","uc008tez.1",0,"ENSMUSG00000028393","Alad","aminolevulinate, delta-, dehydratase"
"chr4",70071424,70071755,332,"*","Promoter",4,69884058,70071401,187344,2,"214444","uc008thz.1",-23,"ENSMUSG00000039298","Cdk5rap2","CDK5 regulatory subunit associated protein 2"
"chr4",73436356,73437108,753,"*","Promoter",4,73360483,73436506,76024,2,"242505","uc008tiw.1",0,"ENSMUSG00000043003","Rasef","RAS and EF hand domain containing"
"chr4",82505599,82505955,357,"*","Promoter",4,82486272,82505565,19294,2,"68268","uc008tkk.2",-34,"ENSMUSG00000028403","Zdhhc21","zinc finger, DHHC domain containing 21"
"chr4",84529926,84530281,356,"*","Promoter",4,84530231,84604507,74277,1,"338349","uc008tlk.1",0,"ENSMUSG00000038070","Cntln","centlein, centrosomal protein"
"chr4",86221199,86222175,977,"*","Promoter",4,86221577,86223187,1611,1,"68441","uc008tlw.2",0,"ENSMUSG00000070934","Rraga","Ras-related GTP binding A"
"chr4",87740562,87740853,292,"*","Promoter",4,87740534,88056915,316382,1,"230393","uc008tmu.1",28,"ENSMUSG00000038368","Focad","focadhesin"
"chr4",93002139,93002646,508,"*","Promoter",4,93000839,93002202,1364,2,"69136","uc008tou.1",0,"ENSMUSG00000054000","Tusc1","tumor suppressor candidate 1"
"chr4",99602127,99602461,335,"*","Promoter",4,99602056,99659899,57844,1,"72157","uc008tva.2",71,"ENSMUSG00000025791","Pgm1","phosphoglucomutase 1"
"chr4",101760248,101760922,675,"*","Promoter",4,101760346,102230202,469857,1,"18578","uc008twi.1",0,"ENSMUSG00000028525","Pde4b","phosphodiesterase 4B, cAMP specific"
"chr4",102431786,102432188,403,"*","Promoter",4,102431827,102542413,110587,1,"73094","uc008twn.1",0,"ENSMUSG00000028524","Sgip1","SH3-domain GRB2-like (endophilin) interacting protein 1"
"chr4",106851085,106851633,549,"*","Promoter",4,106851235,106873601,22367,1,"56374","uc008tzj.2",0,"ENSMUSG00000028618","Tmem59","transmembrane protein 59"
"chr4",108078891,108079457,567,"*","Promoter",4,108072822,108079318,6497,2,"67305","uc008ubc.1",0,"ENSMUSG00000028597","Gpx7","glutathione peroxidase 7"
"chr4",108131752,108132168,417,"*","Promoter",4,108132031,108232020,99990,1,"230594","uc008ubd.1",0,"ENSMUSG00000034610","Tut4","terminal uridylyl transferase 4"
"chr4",108291772,108292462,691,"*","Promoter",4,108292561,108306727,14167,1,"319965","uc008ubl.1",-99,"ENSMUSG00000028582","Cc2d1b","coiled-coil and C2 domain containing 1B"
"chr4",115410159,115410590,432,"*","Promoter",4,115410678,115426537,15860,1,"230648","uc008ufd.1",-88,"ENSMUSG00000034210","Efcab14","EF-hand calcium binding domain 14"
"chr4",116179832,116180463,632,"*","Promoter",4,116180154,116210840,30687,1,"16351","uc008ugp.1",0,"ENSMUSG00000028696","Ipp","IAP promoted placental gene"
"chr4",116380646,116380919,274,"*","Promoter",4,116375039,116380990,5952,2,"67096","uc008uhe.1",71,"ENSMUSG00000028690","Mmachc","methylmalonic aciduria cblC type, with homocystinuria"
"chr4",118032448,118032954,507,"*","Promoter",4,118032619,118035349,2731,1,"68180","uc008ujr.2",0,"ENSMUSG00000006395","Hyi","hydroxypyruvate isomerase (putative)"
"chr4",118109396,118110051,656,"*","Promoter",4,118105506,118109948,4443,2,"107995","uc008ukc.2",0,"ENSMUSG00000006398","Cdc20","cell division cycle 20"
"chr4",119094510,119094955,446,"*","Promoter",4,119091138,119094981,3844,2,"106564","uc008uml.1",26,"ENSMUSG00000028636","Ppcs","phosphopantothenoylcysteine synthetase"
"chr4",119095342,119095832,491,"*","Promoter",4,119095289,119126504,31216,1,"332934","uc008umn.2",53,"ENSMUSG00000070806","Zmynd12","zinc finger, MYND domain containing 12"
"chr4",122693832,122694396,565,"*","Promoter",4,122693840,122732177,38338,1,"66966","uc008uor.1",0,"ENSMUSG00000028653","Trit1","tRNA isopentenyltransferase 1"
"chr4",122793333,122794353,1021,"*","Promoter",4,122793491,122795243,1753,1,"353371","uc008uou.2",0,"ENSMUSG00000076438","Oxct2b","3-oxoacid CoA transferase 2B"
"chr4",122860715,122861313,599,"*","Promoter",4,122860747,122871942,11196,1,"170638","uc008uox.1",0,"ENSMUSG00000046093","Hpcal4","hippocalcin-like 4"
"chr4",125724016,125724514,499,"*","Promoter",4,125724172,125729508,5337,1,"66407","uc008usf.1",0,"ENSMUSG00000028861","Mrps15","mitochondrial ribosomal protein S15"
"chr4",126286894,126287380,487,"*","Promoter",4,126287098,126291615,4518,1,"230757","uc008utp.2",0,"ENSMUSG00000073755","5730409E04Rik","RIKEN cDNA 5730409E04Rik gene"
"chr4",128866235,128867405,1171,"*","Promoter",4,128867039,128896851,29813,1,"107271","uc008uwk.2",0,"ENSMUSG00000028811","Yars","tyrosyl-tRNA synthetase"
"chr4",131865082,131865463,382,"*","Promoter",4,131865380,131865515,136,1,"100310813","uc012dmf.1",0,"ENSMUSG00000065097","Snora16a","small nucleolar RNA, H/ACA box 16A"
"chr4",132089140,132089570,431,"*","Promoter",4,132086470,132089850,3381,2,"11983","uc008vbl.2",280,"ENSMUSG00000054428","Atpif1","ATPase inhibitory factor 1"
"chr4",135429318,135429747,430,"*","Promoter",4,135426841,135429761,2921,2,"52830","uc008vhf.2",14,"ENSMUSG00000028675","Pnrc2","proline-rich nuclear receptor coactivator 2"
"chr4",136604419,136604819,401,"*","Promoter",4,136535647,136604610,68964,2,"230848","uc008vit.1",0,"ENSMUSG00000060862","Zbtb40","zinc finger and BTB domain containing 40"
"chr4",137950995,137952021,1027,"*","Promoter",4,137950007,137952373,2367,2,"625638","uc008vkx.2",352,"ENSMUSG00000078235","Fam43b","family with sequence similarity 43, member B"
"chr4",140695222,140695838,617,"*","Promoter",4,140668930,140695711,26782,2,"213491","uc008vnw.1",0,"ENSMUSG00000040842","Szrd1","SUZ RNA binding domain containing 1"
"chr4",141346489,141346861,373,"*","Promoter",4,141317913,141346559,28647,2,"214063","uc008vpf.1",0,"ENSMUSG00000040697","Dnajc16","DnaJ heat shock protein family (Hsp40) member C16"
"chr4",141430567,141431009,443,"*","Promoter",4,141414057,141430835,16779,2,"27984","uc008vpl.1",0,"ENSMUSG00000040659","Efhd2","EF hand domain containing 2"
"chr4",142801960,142802399,440,"*","Promoter",4,142697294,142802612,105319,2,"110593","uc012doh.1",213,"ENSMUSG00000057637","Prdm2","PR domain containing 2, with ZNF domain"
"chr4",149382329,149382908,580,"*","Promoter",4,149353590,149383132,29543,2,"100198","uc008vxi.1",224,"ENSMUSG00000028980","H6pd","hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)"
"chr4",150228827,150229375,549,"*","Promoter",4,150229200,150229915,716,1,"74155","uc008vxx.1",0,"ENSMUSG00000028967","Errfi1","ERBB receptor feedback inhibitor 1"
"chr4",151362540,151363062,523,"*","Promoter",4,151356747,151363095,6349,2,"69876","uc008vyu.2",33,"ENSMUSG00000039759","Thap3","THAP domain containing, apoptosis associated protein 3"
"chr4",153330906,153331353,448,"*","Promoter",4,153331346,153336033,4688,1,"97159","uc008wau.2",0,"ENSMUSG00000047613","A430005L14Rik","RIKEN cDNA A430005L14 gene"
"chr4",154937959,154938329,371,"*","Promoter",4,154937924,154965110,27187,1,"192185","uc008wdu.2",35,"ENSMUSG00000029063","Nadk","NAD kinase"
"chr4",155068651,155069486,836,"*","Promoter",4,155068581,155070592,2012,1,"230991","uc008wei.1",70,"ENSMUSG00000074738","Fndc10","fibronectin type III domain containing 10"
"chr4",155079207,155079784,578,"*","Promoter",4,155078924,155107982,29059,1,"68991","uc008wel.2",283,"ENSMUSG00000029038","Ssu72","Ssu72 RNA polymerase II CTD phosphatase homolog (yeast)"
"chr4",155365848,155366738,891,"*","Promoter",4,155363575,155366787,3213,2,"117592","uc008wfq.1",49,"ENSMUSG00000050796","B3galt6","UDP-Gal:betaGal beta 1,3-galactosyltransferase, polypeptide 6"
"chr5",3596199,3596689,491,"*","Promoter",5,3583978,3596547,12570,2,"269623","uc008whc.2",0,"ENSMUSG00000040302","Rbm48","RNA binding motif protein 48"
"chr5",21206960,21207900,941,"*","Promoter",5,21168721,21207163,38443,2,"242864","uc008wov.1",0,"ENSMUSG00000044968","Napepld","N-acyl phosphatidylethanolamine phospholipase D"
"chr5",23953408,23954196,789,"*","Promoter",5,23951281,23953664,2384,2,"64295","uc008wrt.2",0,"ENSMUSG00000028958","Tmub1","transmembrane and ubiquitin-like domain containing 1"
"chr5",25265785,25266087,303,"*","Promoter",5,25265844,25283156,17313,1,"242894","uc008wtb.1",0,"ENSMUSG00000056367","Actr3b","ARP3 actin-related protein 3B"
"chr5",28396744,28397655,912,"*","Promoter",5,28397952,28405202,7251,1,"231070","uc012dtq.1",-297,"ENSMUSG00000045294","Insig1","insulin induced gene 1"
"chr5",29521985,29522365,381,"*","Promoter",5,29522579,29551831,29253,1,"56874","uc008wuc.1",-214,"ENSMUSG00000029130","Rnf32","ring finger protein 32"
"chr5",31247491,31247953,463,"*","Promoter",5,31235516,31247800,12285,2,"68567","uc012duh.1",0,"ENSMUSG00000029161","Cgref1","cell growth regulator with EF hand domain 1"
"chr5",31357140,31357557,418,"*","Promoter",5,31357184,31370132,12949,1,"69719","uc008wwy.1",0,"ENSMUSG00000013629","Cad","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
"chr5",33360927,33361336,410,"*","Promoter",5,33361465,33370615,9151,1,"22629","uc008xag.2",-129,"ENSMUSG00000018965","Ywhah","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide"
"chr5",34278497,34279302,806,"*","Promoter",5,34240829,34278907,38079,2,"24116","uc008xbn.1",0,"ENSMUSG00000029111","Nelfa","negative elongation factor complex member A, Whsc2"
"chr5",34856177,34856637,461,"*","Promoter",5,34838745,34856628,17884,2,"231130","uc008xcj.1",0,"ENSMUSG00000059866","Tnip2","TNFAIP3 interacting protein 2"
"chr5",34892393,34892743,351,"*","Promoter",5,34892225,34906288,14064,1,"24055","uc008xco.2",168,"ENSMUSG00000054520","Sh3bp2","SH3-domain binding protein 2"
"chr5",34979018,34979671,654,"*","Promoter",5,34976296,34979763,3468,2,"68294","uc008xct.1",92,"ENSMUSG00000001082","Mfsd10","major facilitator superfamily domain containing 10"
"chr5",37187146,37187845,700,"*","Promoter",5,37186106,37187993,1888,2,"67568","uc008xfa.2",148,"ENSMUSG00000055302","Mrfap1","Morf4 family associated protein 1"
"chr5",39075187,39075961,775,"*","Promoter",5,39059723,39076065,16343,2,"100515","uc012dvq.1",104,"ENSMUSG00000046572","Zfp518b","zinc finger protein 518B"
"chr5",45840968,45841411,444,"*","Promoter",5,45825271,45841468,16198,2,"110391","uc008xix.2",57,"ENSMUSG00000015806","Qdpr","quinoid dihydropteridine reductase"
"chr5",46030258,46030755,498,"*","Promoter",5,45920944,46030740,109797,2,"58227","uc008xja.2",0,"ENSMUSG00000015879","Fam184b","family with sequence similarity 184, member B"
"chr5",48900428,48900847,420,"*","Promoter",5,48780742,48901000,120259,2,"80334","uc008xju.1",153,"ENSMUSG00000029088","Kcnip4","Kv channel interacting protein 4"
"chr5",64550612,64551323,712,"*","Promoter",5,64551060,64742725,191666,1,"57915","uc008xmj.1",0,"ENSMUSG00000029174","Tbc1d1","TBC1 domain family, member 1"
"chr5",67136898,67137826,929,"*","Promoter",5,67137079,67448398,311320,1,"77569","uc008xph.1",0,"ENSMUSG00000037736","Limch1","LIM and calponin homology domains 1"
"chr5",91360537,91361246,710,"*","Promoter",5,91360222,91450395,90174,1,"665563","uc008ybp.1",315,"ENSMUSG00000029376","Mthfd2l","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like"
"chr5",93635503,93635856,354,"*","Promoter",5,93610959,93635521,24563,2,"12453","uc008yed.2",0,"ENSMUSG00000063015","Ccni","cyclin I"
"chr5",97426006,97426440,435,"*","Promoter",5,97426708,97498668,71961,1,"140780","uc008yfo.1",-268,"ENSMUSG00000034663","Bmp2k","BMP2 inducible kinase"
"chr5",100157809,100158169,361,"*","Promoter",5,99726263,100158079,431817,2,"319818","uc008ygn.2",0,"ENSMUSG00000089809","A930011G23Rik","RIKEN cDNA A930011G23 gene"
"chr5",104475156,104475965,810,"*","Promoter",5,104476030,104494386,18357,1,"74167","uc008yka.1",-65,"ENSMUSG00000029310","Nudt9","nudix (nucleoside diphosphate linked moiety X)-type motif 9"
"chr5",121902677,121903193,517,"*","Promoter",5,121902718,121926901,24184,1,"77462","uc008zji.2",0,"ENSMUSG00000029452","Tmem116","transmembrane protein 116"
"chr5",122043991,122044265,275,"*","Promoter",5,122020321,122043833,23513,2,"11669","uc008zju.1",-158,"ENSMUSG00000029455","Aldh2","aldehyde dehydrogenase 2, mitochondrial"
"chr5",122286464,122286818,355,"*","Promoter",5,122267224,122286810,19587,2,"16923","uc008zkg.1",0,"ENSMUSG00000042594","Sh2b3","SH2B adaptor protein 3"
